name,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,academicos_h,academicos_m,academicos_nb,academicos_t
712-2023 PA DMT Asociado C de CUSUR,2023,CUSUR,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de CUCOSTA,2023,CUCOSTA,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de CUCOSTASUR,2023,CUCOSTASUR,DMT,Asociado,C,1,0,,1
712-2023 PA DMT Asociado C de CUVALLES,2023,CUVALLES,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de CUNORTE,2023,CUNORTE,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de CULAGOS,2023,CULAGOS,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de CUTONALÁ,2023,CUTONALÁ,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de CUTLAJOMULCO,2023,CUTLAJOMULCO,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de SUV,2023,SUV,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Asociado C de SEMS,2023,SEMS,DMT,Asociado,C,13,5,,18
712-2023 PA DMT Asociado C de AG,2023,AG,DMT,Asociado,C,0,0,,0
712-2023 PA DMT Titular A de CUCEA,2023,CUCEA,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUCEI,2023,CUCEI,DMT,Titular,A,1,0,,1
712-2023 PA DMT Titular A de CUCSH,2023,CUCSH,DMT,Titular,A,1,0,,1
712-2023 PA DMT Titular A de CUCS,2023,CUCS,DMT,Titular,A,2,0,,2
712-2023 PA DMT Titular A de CUAAD,2023,CUAAD,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUCBA,2023,CUCBA,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUALTOS,2023,CUALTOS,DMT,Titular,A,1,0,,1
712-2023 PA DMT Titular A de CUCIÉNEGA,2023,CUCIÉNEGA,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUSUR,2023,CUSUR,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUCOSTA,2023,CUCOSTA,DMT,Titular,A,0,1,,1
712-2023 PA DMT Titular A de CUCOSTASUR,2023,CUCOSTASUR,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUVALLES,2023,CUVALLES,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUNORTE,2023,CUNORTE,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CULAGOS,2023,CULAGOS,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUTONALÁ,2023,CUTONALÁ,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de CUTLAJOMULCO,2023,CUTLAJOMULCO,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de SUV,2023,SUV,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular A de SEMS,2023,SEMS,DMT,Titular,A,8,5,,13
712-2023 PA DMT Titular A de AG,2023,AG,DMT,Titular,A,0,0,,0
712-2023 PA DMT Titular B de CUCEA,2023,CUCEA,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUCEI,2023,CUCEI,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUCSH,2023,CUCSH,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUCS,2023,CUCS,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUAAD,2023,CUAAD,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUCBA,2023,CUCBA,DMT,Titular,B,1,0,,1
712-2023 PA DMT Titular B de CUALTOS,2023,CUALTOS,DMT,Titular,B,1,0,,1
712-2023 PA DMT Titular B de CUCIÉNEGA,2023,CUCIÉNEGA,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUSUR,2023,CUSUR,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUCOSTA,2023,CUCOSTA,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUCOSTASUR,2023,CUCOSTASUR,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUVALLES,2023,CUVALLES,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUNORTE,2023,CUNORTE,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CULAGOS,2023,CULAGOS,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUTONALÁ,2023,CUTONALÁ,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de CUTLAJOMULCO,2023,CUTLAJOMULCO,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de SUV,2023,SUV,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular B de SEMS,2023,SEMS,DMT,Titular,B,2,1,,3
712-2023 PA DMT Titular B de AG,2023,AG,DMT,Titular,B,0,0,,0
712-2023 PA DMT Titular C de CUCEA,2023,CUCEA,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUCEI,2023,CUCEI,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUCSH,2023,CUCSH,DMT,Titular,C,1,0,,1
712-2023 PA DMT Titular C de CUCS,2023,CUCS,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUAAD,2023,CUAAD,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUCBA,2023,CUCBA,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUALTOS,2023,CUALTOS,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUCIÉNEGA,2023,CUCIÉNEGA,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUSUR,2023,CUSUR,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUCOSTA,2023,CUCOSTA,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUCOSTASUR,2023,CUCOSTASUR,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUVALLES,2023,CUVALLES,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUNORTE,2023,CUNORTE,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CULAGOS,2023,CULAGOS,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUTONALÁ,2023,CUTONALÁ,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de CUTLAJOMULCO,2023,CUTLAJOMULCO,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de SUV,2023,SUV,DMT,Titular,C,0,0,,0
712-2023 PA DMT Titular C de SEMS,2023,SEMS,DMT,Titular,C,1,0,,1
712-2023 PA DMT Titular C de AG,2023,AG,DMT,Titular,C,0,0,,0
712-2023 PA ITC Asistente A de CUCEA,2023,CUCEA,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUCEI,2023,CUCEI,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUCSH,2023,CUCSH,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUCS,2023,CUCS,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUAAD,2023,CUAAD,ITC,Asistente,A,1,0,,1
712-2023 PA ITC Asistente A de CUCBA,2023,CUCBA,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUALTOS,2023,CUALTOS,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUSUR,2023,CUSUR,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUCOSTA,2023,CUCOSTA,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUCOSTASUR,2023,CUCOSTASUR,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUVALLES,2023,CUVALLES,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUNORTE,2023,CUNORTE,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CULAGOS,2023,CULAGOS,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUTONALÁ,2023,CUTONALÁ,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de SUV,2023,SUV,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de SEMS,2023,SEMS,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente A de AG,2023,AG,ITC,Asistente,A,0,0,,0
712-2023 PA ITC Asistente B de CUCEA,2023,CUCEA,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUCEI,2023,CUCEI,ITC,Asistente,B,1,1,,2
712-2023 PA ITC Asistente B de CUCSH,2023,CUCSH,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUCS,2023,CUCS,ITC,Asistente,B,1,0,,1
712-2023 PA ITC Asistente B de CUAAD,2023,CUAAD,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUCBA,2023,CUCBA,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUALTOS,2023,CUALTOS,ITC,Asistente,B,1,1,,2
712-2023 PA ITC Asistente B de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUSUR,2023,CUSUR,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUCOSTA,2023,CUCOSTA,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUCOSTASUR,2023,CUCOSTASUR,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUVALLES,2023,CUVALLES,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUNORTE,2023,CUNORTE,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CULAGOS,2023,CULAGOS,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUTONALÁ,2023,CUTONALÁ,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de SUV,2023,SUV,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente B de SEMS,2023,SEMS,ITC,Asistente,B,0,1,,1
712-2023 PA ITC Asistente B de AG,2023,AG,ITC,Asistente,B,0,0,,0
712-2023 PA ITC Asistente C de CUCEA,2023,CUCEA,ITC,Asistente,C,1,3,,4
712-2023 PA ITC Asistente C de CUCEI,2023,CUCEI,ITC,Asistente,C,0,2,,2
712-2023 PA ITC Asistente C de CUCSH,2023,CUCSH,ITC,Asistente,C,1,1,,2
712-2023 PA ITC Asistente C de CUCS,2023,CUCS,ITC,Asistente,C,1,1,,2
712-2023 PA ITC Asistente C de CUAAD,2023,CUAAD,ITC,Asistente,C,0,2,,2
712-2023 PA ITC Asistente C de CUCBA,2023,CUCBA,ITC,Asistente,C,0,1,,1
712-2023 PA ITC Asistente C de CUALTOS,2023,CUALTOS,ITC,Asistente,C,0,1,,1
712-2023 PA ITC Asistente C de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Asistente,C,2,2,,4
712-2023 PA ITC Asistente C de CUSUR,2023,CUSUR,ITC,Asistente,C,0,0,,0
712-2023 PA ITC Asistente C de CUCOSTA,2023,CUCOSTA,ITC,Asistente,C,1,1,,2
712-2023 PA ITC Asistente C de CUCOSTASUR,2023,CUCOSTASUR,ITC,Asistente,C,0,1,,1
712-2023 PA ITC Asistente C de CUVALLES,2023,CUVALLES,ITC,Asistente,C,0,0,,0
712-2023 PA ITC Asistente C de CUNORTE,2023,CUNORTE,ITC,Asistente,C,1,0,,1
712-2023 PA ITC Asistente C de CULAGOS,2023,CULAGOS,ITC,Asistente,C,0,0,,0
712-2023 PA ITC Asistente C de CUTONALÁ,2023,CUTONALÁ,ITC,Asistente,C,0,0,,0
712-2023 PA ITC Asistente C de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Asistente,C,0,0,,0
712-2023 PA ITC Asistente C de SUV,2023,SUV,ITC,Asistente,C,0,1,,1
712-2023 PA ITC Asistente C de SEMS,2023,SEMS,ITC,Asistente,C,1,1,,2
712-2023 PA ITC Asistente C de AG,2023,AG,ITC,Asistente,C,0,0,,0
712-2023 PA ITC Asociado A de CUCEA,2023,CUCEA,ITC,Asociado,A,13,18,,31
712-2023 PA ITC Asociado A de CUCEI,2023,CUCEI,ITC,Asociado,A,20,17,,37
712-2023 PA ITC Asociado A de CUCSH,2023,CUCSH,ITC,Asociado,A,20,19,,39
712-2023 PA ITC Asociado A de CUCS,2023,CUCS,ITC,Asociado,A,18,20,,38
712-2023 PA ITC Asociado A de CUAAD,2023,CUAAD,ITC,Asociado,A,8,9,,17
712-2023 PA ITC Asociado A de CUCBA,2023,CUCBA,ITC,Asociado,A,9,3,,12
712-2023 PA ITC Asociado A de CUALTOS,2023,CUALTOS,ITC,Asociado,A,4,4,,8
712-2023 PA ITC Asociado A de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Asociado,A,5,10,,15
712-2023 PA ITC Asociado A de CUSUR,2023,CUSUR,ITC,Asociado,A,3,4,,7
712-2023 PA ITC Asociado A de CUCOSTA,2023,CUCOSTA,ITC,Asociado,A,6,5,,11
712-2023 PA ITC Asociado A de CUCOSTASUR,2023,CUCOSTASUR,ITC,Asociado,A,6,9,,15
712-2023 PA ITC Asociado A de CUVALLES,2023,CUVALLES,ITC,Asociado,A,3,4,,7
712-2023 PA ITC Asociado A de CUNORTE,2023,CUNORTE,ITC,Asociado,A,1,2,,3
712-2023 PA ITC Asociado A de CULAGOS,2023,CULAGOS,ITC,Asociado,A,3,4,,7
712-2023 PA ITC Asociado A de CUTONALÁ,2023,CUTONALÁ,ITC,Asociado,A,7,3,,10
712-2023 PA ITC Asociado A de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Asociado,A,3,3,,6
712-2023 PA ITC Asociado A de SUV,2023,SUV,ITC,Asociado,A,1,4,,5
712-2023 PA ITC Asociado A de SEMS,2023,SEMS,ITC,Asociado,A,0,0,,0
712-2023 PA ITC Asociado A de AG,2023,AG,ITC,Asociado,A,0,0,,0
712-2023 PA ITC Asociado B de CUCEA,2023,CUCEA,ITC,Asociado,B,26,13,,39
712-2023 PA ITC Asociado B de CUCEI,2023,CUCEI,ITC,Asociado,B,27,15,,42
712-2023 PA ITC Asociado B de CUCSH,2023,CUCSH,ITC,Asociado,B,23,19,,42
712-2023 PA ITC Asociado B de CUCS,2023,CUCS,ITC,Asociado,B,27,26,,53
712-2023 PA ITC Asociado B de CUAAD,2023,CUAAD,ITC,Asociado,B,8,8,,16
712-2023 PA ITC Asociado B de CUCBA,2023,CUCBA,ITC,Asociado,B,11,6,,17
712-2023 PA ITC Asociado B de CUALTOS,2023,CUALTOS,ITC,Asociado,B,5,10,,15
712-2023 PA ITC Asociado B de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Asociado,B,16,15,,31
712-2023 PA ITC Asociado B de CUSUR,2023,CUSUR,ITC,Asociado,B,9,8,,17
712-2023 PA ITC Asociado B de CUCOSTA,2023,CUCOSTA,ITC,Asociado,B,5,7,,12
712-2023 PA ITC Asociado B de CUCOSTASUR,2023,CUCOSTASUR,ITC,Asociado,B,10,5,,15
712-2023 PA ITC Asociado B de CUVALLES,2023,CUVALLES,ITC,Asociado,B,12,8,,20
712-2023 PA ITC Asociado B de CUNORTE,2023,CUNORTE,ITC,Asociado,B,3,4,,7
712-2023 PA ITC Asociado B de CULAGOS,2023,CULAGOS,ITC,Asociado,B,7,5,,12
712-2023 PA ITC Asociado B de CUTONALÁ,2023,CUTONALÁ,ITC,Asociado,B,18,16,,34
712-2023 PA ITC Asociado B de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Asociado,B,2,0,,2
712-2023 PA ITC Asociado B de SUV,2023,SUV,ITC,Asociado,B,6,9,,15
712-2023 PA ITC Asociado B de SEMS,2023,SEMS,ITC,Asociado,B,0,1,,1
712-2023 PA ITC Asociado B de AG,2023,AG,ITC,Asociado,B,0,0,,0
712-2023 PA ITC Asociado C de CUCEA,2023,CUCEA,ITC,Asociado,C,15,16,,31
712-2023 PA ITC Asociado C de CUCEI,2023,CUCEI,ITC,Asociado,C,27,15,,42
712-2023 PA ITC Asociado C de CUCSH,2023,CUCSH,ITC,Asociado,C,21,31,,52
712-2023 PA ITC Asociado C de CUCS,2023,CUCS,ITC,Asociado,C,22,25,,47
712-2023 PA ITC Asociado C de CUAAD,2023,CUAAD,ITC,Asociado,C,5,5,,10
712-2023 PA ITC Asociado C de CUCBA,2023,CUCBA,ITC,Asociado,C,5,10,,15
712-2023 PA ITC Asociado C de CUALTOS,2023,CUALTOS,ITC,Asociado,C,7,3,,10
712-2023 PA ITC Asociado C de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Asociado,C,7,8,,15
712-2023 PA ITC Asociado C de CUSUR,2023,CUSUR,ITC,Asociado,C,5,7,,12
712-2023 PA ITC Asociado C de CUCOSTA,2023,CUCOSTA,ITC,Asociado,C,5,11,,16
712-2023 PA ITC Asociado C de CUCOSTASUR,2023,CUCOSTASUR,ITC,Asociado,C,7,2,,9
712-2023 PA ITC Asociado C de CUVALLES,2023,CUVALLES,ITC,Asociado,C,16,9,,25
712-2023 PA ITC Asociado C de CUNORTE,2023,CUNORTE,ITC,Asociado,C,6,6,,12
712-2023 PA ITC Asociado C de CULAGOS,2023,CULAGOS,ITC,Asociado,C,9,8,,17
712-2023 PA ITC Asociado C de CUTONALÁ,2023,CUTONALÁ,ITC,Asociado,C,9,5,,14
712-2023 PA ITC Asociado C de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Asociado,C,2,0,,2
712-2023 PA ITC Asociado C de SUV,2023,SUV,ITC,Asociado,C,4,6,,10
712-2023 PA ITC Asociado C de SEMS,2023,SEMS,ITC,Asociado,C,0,0,,0
712-2023 PA ITC Asociado C de AG,2023,AG,ITC,Asociado,C,0,0,,0
712-2023 PA ITC Titular A de CUCEA,2023,CUCEA,ITC,Titular,A,34,17,,51
712-2023 PA ITC Titular A de CUCEI,2023,CUCEI,ITC,Titular,A,86,49,,135
712-2023 PA ITC Titular A de CUCSH,2023,CUCSH,ITC,Titular,A,40,34,,74
712-2023 PA ITC Titular A de CUCS,2023,CUCS,ITC,Titular,A,27,47,,74
712-2023 PA ITC Titular A de CUAAD,2023,CUAAD,ITC,Titular,A,18,16,,34
712-2023 PA ITC Titular A de CUCBA,2023,CUCBA,ITC,Titular,A,20,23,,43
712-2023 PA ITC Titular A de CUALTOS,2023,CUALTOS,ITC,Titular,A,13,9,,22
712-2023 PA ITC Titular A de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Titular,A,17,13,,30
712-2023 PA ITC Titular A de CUSUR,2023,CUSUR,ITC,Titular,A,12,21,,33
712-2023 PA ITC Titular A de CUCOSTA,2023,CUCOSTA,ITC,Titular,A,18,12,,30
712-2023 PA ITC Titular A de CUCOSTASUR,2023,CUCOSTASUR,ITC,Titular,A,27,19,,46
712-2023 PA ITC Titular A de CUVALLES,2023,CUVALLES,ITC,Titular,A,23,16,,39
712-2023 PA ITC Titular A de CUNORTE,2023,CUNORTE,ITC,Titular,A,11,12,,23
712-2023 PA ITC Titular A de CULAGOS,2023,CULAGOS,ITC,Titular,A,12,5,,17
712-2023 PA ITC Titular A de CUTONALÁ,2023,CUTONALÁ,ITC,Titular,A,28,23,,51
712-2023 PA ITC Titular A de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Titular,A,0,1,,1
712-2023 PA ITC Titular A de SUV,2023,SUV,ITC,Titular,A,8,16,,24
712-2023 PA ITC Titular A de SEMS,2023,SEMS,ITC,Titular,A,1,0,,1
712-2023 PA ITC Titular A de AG,2023,AG,ITC,Titular,A,0,0,,0
712-2023 PA ITC Titular B de CUCEA,2023,CUCEA,ITC,Titular,B,15,21,,36
712-2023 PA ITC Titular B de CUCEI,2023,CUCEI,ITC,Titular,B,30,16,,46
712-2023 PA ITC Titular B de CUCSH,2023,CUCSH,ITC,Titular,B,24,31,,55
712-2023 PA ITC Titular B de CUCS,2023,CUCS,ITC,Titular,B,17,26,,43
712-2023 PA ITC Titular B de CUAAD,2023,CUAAD,ITC,Titular,B,6,10,,16
712-2023 PA ITC Titular B de CUCBA,2023,CUCBA,ITC,Titular,B,17,19,,36
712-2023 PA ITC Titular B de CUALTOS,2023,CUALTOS,ITC,Titular,B,3,4,,7
712-2023 PA ITC Titular B de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Titular,B,17,8,,25
712-2023 PA ITC Titular B de CUSUR,2023,CUSUR,ITC,Titular,B,7,5,,12
712-2023 PA ITC Titular B de CUCOSTA,2023,CUCOSTA,ITC,Titular,B,8,7,,15
712-2023 PA ITC Titular B de CUCOSTASUR,2023,CUCOSTASUR,ITC,Titular,B,7,1,,8
712-2023 PA ITC Titular B de CUVALLES,2023,CUVALLES,ITC,Titular,B,3,3,,6
712-2023 PA ITC Titular B de CUNORTE,2023,CUNORTE,ITC,Titular,B,5,3,,8
712-2023 PA ITC Titular B de CULAGOS,2023,CULAGOS,ITC,Titular,B,9,6,,15
712-2023 PA ITC Titular B de CUTONALÁ,2023,CUTONALÁ,ITC,Titular,B,3,1,,4
712-2023 PA ITC Titular B de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Titular,B,0,0,,0
712-2023 PA ITC Titular B de SUV,2023,SUV,ITC,Titular,B,4,4,,8
712-2023 PA ITC Titular B de SEMS,2023,SEMS,ITC,Titular,B,0,0,,0
712-2023 PA ITC Titular B de AG,2023,AG,ITC,Titular,B,0,0,,0
712-2023 PA ITC Titular C de CUCEA,2023,CUCEA,ITC,Titular,C,59,25,,84
712-2023 PA ITC Titular C de CUCEI,2023,CUCEI,ITC,Titular,C,84,20,,104
712-2023 PA ITC Titular C de CUCSH,2023,CUCSH,ITC,Titular,C,76,64,,140
712-2023 PA ITC Titular C de CUCS,2023,CUCS,ITC,Titular,C,53,54,,107
712-2023 PA ITC Titular C de CUAAD,2023,CUAAD,ITC,Titular,C,17,11,,28
712-2023 PA ITC Titular C de CUCBA,2023,CUCBA,ITC,Titular,C,63,34,,97
712-2023 PA ITC Titular C de CUALTOS,2023,CUALTOS,ITC,Titular,C,6,0,,6
712-2023 PA ITC Titular C de CUCIÉNEGA,2023,CUCIÉNEGA,ITC,Titular,C,11,6,,17
712-2023 PA ITC Titular C de CUSUR,2023,CUSUR,ITC,Titular,C,7,6,,13
712-2023 PA ITC Titular C de CUCOSTA,2023,CUCOSTA,ITC,Titular,C,17,7,,24
712-2023 PA ITC Titular C de CUCOSTASUR,2023,CUCOSTASUR,ITC,Titular,C,26,11,,37
712-2023 PA ITC Titular C de CUVALLES,2023,CUVALLES,ITC,Titular,C,5,1,,6
712-2023 PA ITC Titular C de CUNORTE,2023,CUNORTE,ITC,Titular,C,2,0,,2
712-2023 PA ITC Titular C de CULAGOS,2023,CULAGOS,ITC,Titular,C,6,1,,7
712-2023 PA ITC Titular C de CUTONALÁ,2023,CUTONALÁ,ITC,Titular,C,2,2,,4
712-2023 PA ITC Titular C de CUTLAJOMULCO,2023,CUTLAJOMULCO,ITC,Titular,C,0,0,,0
712-2023 PA ITC Titular C de SUV,2023,SUV,ITC,Titular,C,1,10,,11
712-2023 PA ITC Titular C de SEMS,2023,SEMS,ITC,Titular,C,0,0,,0
712-2023 PA ITC Titular C de AG,2023,AG,ITC,Titular,C,0,0,,0
712-2023 PA IMT Asistente A de CUCEA,2023,CUCEA,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCEI,2023,CUCEI,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCSH,2023,CUCSH,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCS,2023,CUCS,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUAAD,2023,CUAAD,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCBA,2023,CUCBA,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUALTOS,2023,CUALTOS,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUSUR,2023,CUSUR,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCOSTA,2023,CUCOSTA,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUCOSTASUR,2023,CUCOSTASUR,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUVALLES,2023,CUVALLES,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUNORTE,2023,CUNORTE,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CULAGOS,2023,CULAGOS,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUTONALÁ,2023,CUTONALÁ,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de SUV,2023,SUV,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de SEMS,2023,SEMS,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente A de AG,2023,AG,IMT,Asistente,A,0,0,,0
712-2023 PA IMT Asistente B de CUCEA,2023,CUCEA,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCEI,2023,CUCEI,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCSH,2023,CUCSH,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCS,2023,CUCS,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUAAD,2023,CUAAD,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCBA,2023,CUCBA,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUALTOS,2023,CUALTOS,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUSUR,2023,CUSUR,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCOSTA,2023,CUCOSTA,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUCOSTASUR,2023,CUCOSTASUR,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUVALLES,2023,CUVALLES,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUNORTE,2023,CUNORTE,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CULAGOS,2023,CULAGOS,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUTONALÁ,2023,CUTONALÁ,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de SUV,2023,SUV,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de SEMS,2023,SEMS,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente B de AG,2023,AG,IMT,Asistente,B,0,0,,0
712-2023 PA IMT Asistente C de CUCEA,2023,CUCEA,IMT,Asistente,C,0,0,,0
