name,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,academicos_h,academicos_m,academicos_nb,academicos_t
712-2023 PA TTC Titular B de CUNORTE,2023,CUNORTE,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CULAGOS,2023,CULAGOS,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUTONALÁ,2023,CUTONALÁ,TTC,Titular,B,0,1,,1
712-2023 PA TTC Titular B de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de SUV,2023,SUV,TTC,Titular,B,1,2,,3
712-2023 PA TTC Titular B de SEMS,2023,SEMS,TTC,Titular,B,6,5,,11
712-2023 PA TTC Titular B de AG,2023,AG,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular C de CUCEA,2023,CUCEA,TTC,Titular,C,0,1,,1
712-2023 PA TTC Titular C de CUCEI,2023,CUCEI,TTC,Titular,C,3,2,,5
712-2023 PA TTC Titular C de CUCSH,2023,CUCSH,TTC,Titular,C,2,1,,3
712-2023 PA TTC Titular C de CUCS,2023,CUCS,TTC,Titular,C,5,6,,11
712-2023 PA TTC Titular C de CUAAD,2023,CUAAD,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de CUCBA,2023,CUCBA,TTC,Titular,C,0,2,,2
712-2023 PA TTC Titular C de CUALTOS,2023,CUALTOS,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de CUSUR,2023,CUSUR,TTC,Titular,C,1,1,,2
712-2023 PA TTC Titular C de CUCOSTA,2023,CUCOSTA,TTC,Titular,C,1,0,,1
712-2023 PA TTC Titular C de CUCOSTASUR,2023,CUCOSTASUR,TTC,Titular,C,2,0,,2
712-2023 PA TTC Titular C de CUVALLES,2023,CUVALLES,TTC,Titular,C,0,1,,1
712-2023 PA TTC Titular C de CUNORTE,2023,CUNORTE,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de CULAGOS,2023,CULAGOS,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de CUTONALÁ,2023,CUTONALÁ,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de SUV,2023,SUV,TTC,Titular,C,0,0,,0
712-2023 PA TTC Titular C de SEMS,2023,SEMS,TTC,Titular,C,7,8,,15
712-2023 PA TTC Titular C de AG,2023,AG,TTC,Titular,C,0,0,,0
712-2023 PA TMT Asistente A de CUCEA,2023,CUCEA,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCEI,2023,CUCEI,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCSH,2023,CUCSH,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCS,2023,CUCS,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUAAD,2023,CUAAD,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCBA,2023,CUCBA,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUALTOS,2023,CUALTOS,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUSUR,2023,CUSUR,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCOSTA,2023,CUCOSTA,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUCOSTASUR,2023,CUCOSTASUR,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUVALLES,2023,CUVALLES,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUNORTE,2023,CUNORTE,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CULAGOS,2023,CULAGOS,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUTONALÁ,2023,CUTONALÁ,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de SUV,2023,SUV,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente A de SEMS,2023,SEMS,TMT,Asistente,A,1,2,,3
712-2023 PA TMT Asistente A de AG,2023,AG,TMT,Asistente,A,0,0,,0
712-2023 PA TMT Asistente B de CUCEA,2023,CUCEA,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUCEI,2023,CUCEI,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUCSH,2023,CUCSH,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUCS,2023,CUCS,TMT,Asistente,B,1,0,,1
712-2023 PA TMT Asistente B de CUAAD,2023,CUAAD,TMT,Asistente,B,0,1,,1
712-2023 PA TMT Asistente B de CUCBA,2023,CUCBA,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUALTOS,2023,CUALTOS,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUSUR,2023,CUSUR,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUCOSTA,2023,CUCOSTA,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUCOSTASUR,2023,CUCOSTASUR,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUVALLES,2023,CUVALLES,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUNORTE,2023,CUNORTE,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CULAGOS,2023,CULAGOS,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de CUTONALÁ,2023,CUTONALÁ,TMT,Asistente,B,0,1,,1
712-2023 PA TMT Asistente B de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de SUV,2023,SUV,TMT,Asistente,B,0,0,,0
712-2023 PA TMT Asistente B de SEMS,2023,SEMS,TMT,Asistente,B,15,14,,29
712-2023 PA TMT Asistente B de AG,2023,AG,TMT,Asistente,B,0,1,,1
712-2023 PA TMT Asistente C de CUCEA,2023,CUCEA,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUCEI,2023,CUCEI,TMT,Asistente,C,0,2,,2
712-2023 PA TMT Asistente C de CUCSH,2023,CUCSH,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUCS,2023,CUCS,TMT,Asistente,C,1,1,,2
712-2023 PA TMT Asistente C de CUAAD,2023,CUAAD,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUCBA,2023,CUCBA,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUALTOS,2023,CUALTOS,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUSUR,2023,CUSUR,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUCOSTA,2023,CUCOSTA,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUCOSTASUR,2023,CUCOSTASUR,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUVALLES,2023,CUVALLES,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUNORTE,2023,CUNORTE,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CULAGOS,2023,CULAGOS,TMT,Asistente,C,1,0,,1
712-2023 PA TMT Asistente C de CUTONALÁ,2023,CUTONALÁ,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de SUV,2023,SUV,TMT,Asistente,C,0,0,,0
712-2023 PA TMT Asistente C de SEMS,2023,SEMS,TMT,Asistente,C,20,19,,39
712-2023 PA TMT Asistente C de AG,2023,AG,TMT,Asistente,C,1,0,,1
712-2023 PA TMT Asociado A de CUCEA,2023,CUCEA,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUCEI,2023,CUCEI,TMT,Asociado,A,2,1,,3
712-2023 PA TMT Asociado A de CUCSH,2023,CUCSH,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUCS,2023,CUCS,TMT,Asociado,A,3,2,,5
712-2023 PA TMT Asociado A de CUAAD,2023,CUAAD,TMT,Asociado,A,1,0,,1
712-2023 PA TMT Asociado A de CUCBA,2023,CUCBA,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUALTOS,2023,CUALTOS,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Asociado,A,0,1,,1
712-2023 PA TMT Asociado A de CUSUR,2023,CUSUR,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUCOSTA,2023,CUCOSTA,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUCOSTASUR,2023,CUCOSTASUR,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUVALLES,2023,CUVALLES,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUNORTE,2023,CUNORTE,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CULAGOS,2023,CULAGOS,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUTONALÁ,2023,CUTONALÁ,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de SUV,2023,SUV,TMT,Asociado,A,0,0,,0
712-2023 PA TMT Asociado A de SEMS,2023,SEMS,TMT,Asociado,A,138,171,,309
712-2023 PA TMT Asociado A de AG,2023,AG,TMT,Asociado,A,0,1,,1
712-2023 PA TMT Asociado B de CUCEA,2023,CUCEA,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUCEI,2023,CUCEI,TMT,Asociado,B,0,1,,1
712-2023 PA TMT Asociado B de CUCSH,2023,CUCSH,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUCS,2023,CUCS,TMT,Asociado,B,1,5,,6
712-2023 PA TMT Asociado B de CUAAD,2023,CUAAD,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUCBA,2023,CUCBA,TMT,Asociado,B,4,0,,4
712-2023 PA TMT Asociado B de CUALTOS,2023,CUALTOS,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUSUR,2023,CUSUR,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUCOSTA,2023,CUCOSTA,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUCOSTASUR,2023,CUCOSTASUR,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUVALLES,2023,CUVALLES,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUNORTE,2023,CUNORTE,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CULAGOS,2023,CULAGOS,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUTONALÁ,2023,CUTONALÁ,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de SUV,2023,SUV,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado B de SEMS,2023,SEMS,TMT,Asociado,B,16,10,,26
712-2023 PA TMT Asociado B de AG,2023,AG,TMT,Asociado,B,0,0,,0
712-2023 PA TMT Asociado C de CUCEA,2023,CUCEA,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUCEI,2023,CUCEI,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUCSH,2023,CUCSH,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUCS,2023,CUCS,TMT,Asociado,C,3,3,,6
712-2023 PA TMT Asociado C de CUAAD,2023,CUAAD,TMT,Asociado,C,1,0,,1
712-2023 PA TMT Asociado C de CUCBA,2023,CUCBA,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUALTOS,2023,CUALTOS,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUSUR,2023,CUSUR,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUCOSTA,2023,CUCOSTA,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUCOSTASUR,2023,CUCOSTASUR,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUVALLES,2023,CUVALLES,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUNORTE,2023,CUNORTE,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CULAGOS,2023,CULAGOS,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de CUTONALÁ,2023,CUTONALÁ,TMT,Asociado,C,1,0,,1
712-2023 PA TMT Asociado C de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de SUV,2023,SUV,TMT,Asociado,C,0,0,,0
712-2023 PA TMT Asociado C de SEMS,2023,SEMS,TMT,Asociado,C,8,0,,8
712-2023 PA TMT Asociado C de AG,2023,AG,TMT,Asociado,C,1,0,,1
712-2023 PA TMT Titular A de CUCEA,2023,CUCEA,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUCEI,2023,CUCEI,TMT,Titular,A,0,1,,1
712-2023 PA TMT Titular A de CUCSH,2023,CUCSH,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUCS,2023,CUCS,TMT,Titular,A,3,4,,7
712-2023 PA TMT Titular A de CUAAD,2023,CUAAD,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUCBA,2023,CUCBA,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUALTOS,2023,CUALTOS,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUSUR,2023,CUSUR,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUCOSTA,2023,CUCOSTA,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUCOSTASUR,2023,CUCOSTASUR,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUVALLES,2023,CUVALLES,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUNORTE,2023,CUNORTE,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CULAGOS,2023,CULAGOS,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUTONALÁ,2023,CUTONALÁ,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de SUV,2023,SUV,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular A de SEMS,2023,SEMS,TMT,Titular,A,4,3,,7
712-2023 PA TMT Titular A de AG,2023,AG,TMT,Titular,A,0,0,,0
712-2023 PA TMT Titular B de CUCEA,2023,CUCEA,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCEI,2023,CUCEI,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCSH,2023,CUCSH,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCS,2023,CUCS,TMT,Titular,B,1,1,,2
712-2023 PA TMT Titular B de CUAAD,2023,CUAAD,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCBA,2023,CUCBA,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUALTOS,2023,CUALTOS,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUSUR,2023,CUSUR,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCOSTA,2023,CUCOSTA,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUCOSTASUR,2023,CUCOSTASUR,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUVALLES,2023,CUVALLES,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUNORTE,2023,CUNORTE,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CULAGOS,2023,CULAGOS,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUTONALÁ,2023,CUTONALÁ,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de SUV,2023,SUV,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de SEMS,2023,SEMS,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular B de AG,2023,AG,TMT,Titular,B,0,0,,0
712-2023 PA TMT Titular C de CUCEA,2023,CUCEA,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCEI,2023,CUCEI,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCSH,2023,CUCSH,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCS,2023,CUCS,TMT,Titular,C,1,2,,3
712-2023 PA TMT Titular C de CUAAD,2023,CUAAD,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCBA,2023,CUCBA,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUALTOS,2023,CUALTOS,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCIÉNEGA,2023,CUCIÉNEGA,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUSUR,2023,CUSUR,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCOSTA,2023,CUCOSTA,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUCOSTASUR,2023,CUCOSTASUR,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUVALLES,2023,CUVALLES,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUNORTE,2023,CUNORTE,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CULAGOS,2023,CULAGOS,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUTONALÁ,2023,CUTONALÁ,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de CUTLAJOMULCO,2023,CUTLAJOMULCO,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de SUV,2023,SUV,TMT,Titular,C,0,0,,0
712-2023 PA TMT Titular C de SEMS,2023,SEMS,TMT,Titular,C,0,1,,1
712-2023 PA TMT Titular C de AG,2023,AG,TMT,Titular,C,0,0,,0
712-2023 PA PA  A de CUCEA,2023,CUCEA,PA,,A,86,61,,147
712-2023 PA PA  A de CUCEI,2023,CUCEI,PA,,A,77,40,,117
712-2023 PA PA  A de CUCSH,2023,CUCSH,PA,,A,86,31,,117
712-2023 PA PA  A de CUCS,2023,CUCS,PA,,A,178,146,,324
712-2023 PA PA  A de CUAAD,2023,CUAAD,PA,,A,92,43,,135
712-2023 PA PA  A de CUCBA,2023,CUCBA,PA,,A,41,20,,61
712-2023 PA PA  A de CUALTOS,2023,CUALTOS,PA,,A,34,34,,68
712-2023 PA PA  A de CUCIÉNEGA,2023,CUCIÉNEGA,PA,,A,44,35,,79
712-2023 PA PA  A de CUSUR,2023,CUSUR,PA,,A,47,41,,88
712-2023 PA PA  A de CUCOSTA,2023,CUCOSTA,PA,,A,68,52,,120
712-2023 PA PA  A de CUCOSTASUR,2023,CUCOSTASUR,PA,,A,36,28,,64
712-2023 PA PA  A de CUVALLES,2023,CUVALLES,PA,,A,20,31,,51
712-2023 PA PA  A de CUNORTE,2023,CUNORTE,PA,,A,65,73,,138
712-2023 PA PA  A de CULAGOS,2023,CULAGOS,PA,,A,18,8,,26
712-2023 PA PA  A de CUTONALÁ,2023,CUTONALÁ,PA,,A,88,69,,157
712-2023 PA PA  A de CUTLAJOMULCO,2023,CUTLAJOMULCO,PA,,A,19,20,,39
712-2023 PA PA  A de SUV,2023,SUV,PA,,A,16,34,,50
712-2023 PA PA  A de SEMS,2023,SEMS,PA,,A,307,182,,489
712-2023 PA PA  A de AG,2023,AG,PA,,A,0,1,,1
712-2023 PA PA  B de CUCEA,2023,CUCEA,PA,,B,258,183,,441
712-2023 PA PA  B de CUCEI,2023,CUCEI,PA,,B,252,130,,382
712-2023 PA PA  B de CUCSH,2023,CUCSH,PA,,B,145,114,,259
712-2023 PA PA  B de CUCS,2023,CUCS,PA,,B,450,345,,795
712-2023 PA PA  B de CUAAD,2023,CUAAD,PA,,B,156,114,,270
712-2023 PA PA  B de CUCBA,2023,CUCBA,PA,,B,50,45,,95
712-2023 PA PA  B de CUALTOS,2023,CUALTOS,PA,,B,118,55,,173
712-2023 PA PA  B de CUCIÉNEGA,2023,CUCIÉNEGA,PA,,B,104,85,,189
712-2023 PA PA  B de CUSUR,2023,CUSUR,PA,,B,172,122,,294
712-2023 PA PA  B de CUCOSTA,2023,CUCOSTA,PA,,B,134,105,,239
712-2023 PA PA  B de CUCOSTASUR,2023,CUCOSTASUR,PA,,B,81,55,,136
712-2023 PA PA  B de CUVALLES,2023,CUVALLES,PA,,B,63,58,,121
712-2023 PA PA  B de CUNORTE,2023,CUNORTE,PA,,B,56,90,,146
712-2023 PA PA  B de CULAGOS,2023,CULAGOS,PA,,B,59,48,,107
712-2023 PA PA  B de CUTONALÁ,2023,CUTONALÁ,PA,,B,114,77,,191
712-2023 PA PA  B de CUTLAJOMULCO,2023,CUTLAJOMULCO,PA,,B,32,27,,59
712-2023 PA PA  B de SUV,2023,SUV,PA,,B,85,163,,248
712-2023 PA PA  B de SEMS,2023,SEMS,PA,,B,2206,2185,,4391
712-2023 PA PA  B de AG,2023,AG,PA,,B,0,0,,0
