name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -1 - 2018-2019 - CUCEA - 5031400003,1,2018-2019,CUCEA,5031400003,1
212 PE con matrícula por entidad -2 - 2018-2019 - CUCEA - 5032100065,2,2018-2019,CUCEA,5032100065,1
212 PE con matrícula por entidad -3 - 2018-2019 - CUCEA - 5041100056,3,2018-2019,CUCEA,5041100056,1
212 PE con matrícula por entidad -4 - 2018-2019 - CUCEA - 5041100127,4,2018-2019,CUCEA,5041100127,1
212 PE con matrícula por entidad -5 - 2018-2019 - CUCEA - 5041200028,5,2018-2019,CUCEA,5041200028,1
212 PE con matrícula por entidad -6 - 2018-2019 - CUCEA - 5041300007,6,2018-2019,CUCEA,5041300007,1
212 PE con matrícula por entidad -7 - 2018-2019 - CUCEA - 5041400032,7,2018-2019,CUCEA,5041400032,1
212 PE con matrícula por entidad -8 - 2018-2019 - CUCEA - 5042000002,8,2018-2019,CUCEA,5042000002,1
212 PE con matrícula por entidad -9 - 2018-2019 - CUCEA - 5042100117,9,2018-2019,CUCEA,5042100117,1
212 PE con matrícula por entidad -10 - 2018-2019 - CUCEA - 5042300027,10,2018-2019,CUCEA,5042300027,1
212 PE con matrícula por entidad -11 - 2018-2019 - CUCEA - 5051300020,11,2018-2019,CUCEA,5051300020,1
212 PE con matrícula por entidad -12 - 2018-2019 - CUCEA - 5062200082,12,2018-2019,CUCEA,5062200082,1
212 PE con matrícula por entidad -13 - 2018-2019 - CUCEA - 5101600013,13,2018-2019,CUCEA,5101600013,1
212 PE con matrícula por entidad -14 - 2018-2019 - CUCEA - 7011200077,14,2018-2019,CUCEA,7011200077,1
212 PE con matrícula por entidad -15 - 2018-2019 - CUCEA - 7011400011,15,2018-2019,CUCEA,7011400011,1
212 PE con matrícula por entidad -16 - 2018-2019 - CUCEA - 7012500034,16,2018-2019,CUCEA,7012500034,1
212 PE con matrícula por entidad -17 - 2018-2019 - CUCEA - 7031300023,17,2018-2019,CUCEA,7031300023,1
212 PE con matrícula por entidad -18 - 2018-2019 - CUCEA - 7031400008,18,2018-2019,CUCEA,7031400008,1
212 PE con matrícula por entidad -19 - 2018-2019 - CUCEA - 7031400038,19,2018-2019,CUCEA,7031400038,1
212 PE con matrícula por entidad -20 - 2018-2019 - CUCEA - 7041100024,20,2018-2019,CUCEA,7041100024,1
212 PE con matrícula por entidad -21 - 2018-2019 - CUCEA - 7041100026,21,2018-2019,CUCEA,7041100026,1
212 PE con matrícula por entidad -22 - 2018-2019 - CUCEA - 7041200034,22,2018-2019,CUCEA,7041200034,1
212 PE con matrícula por entidad -23 - 2018-2019 - CUCEA - 7041300021,23,2018-2019,CUCEA,7041300021,1
212 PE con matrícula por entidad -24 - 2018-2019 - CUCEA - 7041300024,24,2018-2019,CUCEA,7041300024,1
212 PE con matrícula por entidad -25 - 2018-2019 - CUCEA - 7041400008,25,2018-2019,CUCEA,7041400008,1
212 PE con matrícula por entidad -26 - 2018-2019 - CUCEA - 7042100033,26,2018-2019,CUCEA,7042100033,1
212 PE con matrícula por entidad -27 - 2018-2019 - CUCEA - 7062200049,27,2018-2019,CUCEA,7062200049,1
212 PE con matrícula por entidad -28 - 2018-2019 - CUCEA - 7103100010,28,2018-2019,CUCEA,7103100010,1
212 PE con matrícula por entidad -29 - 2018-2019 - CUCEA - 8031300020,29,2018-2019,CUCEA,8031300020,1
212 PE con matrícula por entidad -30 - 2018-2019 - CUCEA - 8031400014,30,2018-2019,CUCEA,8031400014,1
212 PE con matrícula por entidad -31 - 2018-2019 - CUCEA - 8041400003,31,2018-2019,CUCEA,8041400003,1
212 PE con matrícula por entidad -32 - 2018-2019 - CUCEA - 8042000005,32,2018-2019,CUCEA,8042000005,1
212 PE con matrícula por entidad -33 - 2018-2019 - CUCEA - 8042500005,33,2018-2019,CUCEA,8042500005,1
212 PE con matrícula por entidad -34 - 2018-2019 - CUCEA - 8062200005,34,2018-2019,CUCEA,8062200005,1
212 PE con matrícula por entidad -35 - 2018-2019 - CUCEI - 5052100005,35,2018-2019,CUCEI,5052100005,1
212 PE con matrícula por entidad -36 - 2018-2019 - CUCEI - 5052200007,36,2018-2019,CUCEI,5052200007,1
212 PE con matrícula por entidad -37 - 2018-2019 - CUCEI - 5052200017,37,2018-2019,CUCEI,5052200017,1
212 PE con matrícula por entidad -38 - 2018-2019 - CUCEI - 5053100004,38,2018-2019,CUCEI,5053100004,1
212 PE con matrícula por entidad -39 - 2018-2019 - CUCEI - 5061000002,39,2018-2019,CUCEI,5061000002,1
212 PE con matrícula por entidad -40 - 2018-2019 - CUCEI - 5062100009,40,2018-2019,CUCEI,5062100009,1
212 PE con matrícula por entidad -41 - 2018-2019 - CUCEI - 5062200055,41,2018-2019,CUCEI,5062200055,1
212 PE con matrícula por entidad -42 - 2018-2019 - CUCEI - 5071000020,42,2018-2019,CUCEI,5071000020,1
212 PE con matrícula por entidad -43 - 2018-2019 - CUCEI - 5071200034,43,2018-2019,CUCEI,5071200034,1
212 PE con matrícula por entidad -44 - 2018-2019 - CUCEI - 5071300009,44,2018-2019,CUCEI,5071300009,1
212 PE con matrícula por entidad -45 - 2018-2019 - CUCEI - 5071300082,45,2018-2019,CUCEI,5071300082,1
212 PE con matrícula por entidad -46 - 2018-2019 - CUCEI - 5071400015,46,2018-2019,CUCEI,5071400015,1
212 PE con matrícula por entidad -47 - 2018-2019 - CUCEI - 5071700019,47,2018-2019,CUCEI,5071700019,1
212 PE con matrícula por entidad -48 - 2018-2019 - CUCEI - 5072100033,48,2018-2019,CUCEI,5072100033,1
212 PE con matrícula por entidad -49 - 2018-2019 - CUCEI - 5073200005,49,2018-2019,CUCEI,5073200005,1
212 PE con matrícula por entidad -50 - 2018-2019 - CUCEI - 5073200035,50,2018-2019,CUCEI,5073200035,1
212 PE con matrícula por entidad -51 - 2018-2019 - CUCEI - 5095400006,51,2018-2019,CUCEI,5095400006,1
212 PE con matrícula por entidad -52 - 2018-2019 - CUCEI - 5102100004,52,2018-2019,CUCEI,5102100004,1
212 PE con matrícula por entidad -53 - 2018-2019 - CUCEI - 7012604029,53,2018-2019,CUCEI,7012604029,1
212 PE con matrícula por entidad -54 - 2018-2019 - CUCEI - 7052100009,54,2018-2019,CUCEI,7052100009,1
212 PE con matrícula por entidad -55 - 2018-2019 - CUCEI - 7052200003,55,2018-2019,CUCEI,7052200003,1
212 PE con matrícula por entidad -56 - 2018-2019 - CUCEI - 7052200006,56,2018-2019,CUCEI,7052200006,1
212 PE con matrícula por entidad -57 - 2018-2019 - CUCEI - 7052200018,57,2018-2019,CUCEI,7052200018,1
212 PE con matrícula por entidad -58 - 2018-2019 - CUCEI - 7052300025,58,2018-2019,CUCEI,7052300025,1
212 PE con matrícula por entidad -59 - 2018-2019 - CUCEI - 7053100007,59,2018-2019,CUCEI,7053100007,1
212 PE con matrícula por entidad -60 - 2018-2019 - CUCEI - 7071200009,60,2018-2019,CUCEI,7071200009,1
212 PE con matrícula por entidad -61 - 2018-2019 - CUCEI - 7071300026,61,2018-2019,CUCEI,7071300026,1
212 PE con matrícula por entidad -62 - 2018-2019 - CUCEI - 7071400012,62,2018-2019,CUCEI,7071400012,1
212 PE con matrícula por entidad -63 - 2018-2019 - CUCEI - 7071500006,63,2018-2019,CUCEI,7071500006,1
212 PE con matrícula por entidad -64 - 2018-2019 - CUCEI - 7071600020,64,2018-2019,CUCEI,7071600020,1
