name,row,anio,cve_sems,pa_categoria_t,academicos_h,academicos_m,academicos_nb,academicos_t
713-2023-267 PA de SEMS DMT  de 14MMS0705Y,267,2023,14MMS0705Y,DMT,0,1,,1
713-2023-268 PA de SEMS DMT  de 14MMS0693J,268,2023,14MMS0693J,DMT,2,1,,3
713-2023-269 PA de SEMS DMT  de 14MMS0653I,269,2023,14MMS0653I,DMT,2,0,,2
713-2023-270 PA de SEMS DMT  de 14MMS0678R,270,2023,14MMS0678R,DMT,0,1,,1
713-2023-271 PA de SEMS DMT  de 14MMS0691L,271,2023,14MMS0691L,DMT,1,0,,1
713-2023-272 PA de SEMS DMT  de 14MMS0692K,272,2023,14MMS0692K,DMT,2,0,,2
713-2023-273 PA de SEMS DMT  de 14MMS0635T,273,2023,14MMS0635T,DMT,1,0,,1
713-2023-274 PA de SEMS DMT  de 14MMS0628J,274,2023,14MMS0628J,DMT,2,4,,6
713-2023-275 PA de SEMS DMT  de 14MMS0764N,275,2023,14MMS0764N,DMT,0,0,,0
713-2023-276 PA de SEMS DMT  de 14MMS0697F,276,2023,14MMS0697F,DMT,1,1,,2
713-2023-277 PA de SEMS DMT  de 14MMS0694I,277,2023,14MMS0694I,DMT,0,1,,1
713-2023-278 PA de SEMS DMT  de 14MMS0695H,278,2023,14MMS0695H,DMT,0,4,,4
713-2023-279 PA de SEMS DMT  de 14MMS0696G,279,2023,14MMS0696G,DMT,1,0,,1
713-2023-280 PA de SEMS DMT  de 14MMS0722O,280,2023,14MMS0722O,DMT,1,0,,1
713-2023-281 PA de SEMS DMT  de 14MMS0634U,281,2023,14MMS0634U,DMT,3,2,,5
713-2023-282 PA de SEMS DMT  de 14MMS0700C,282,2023,14MMS0700C,DMT,1,0,,1
713-2023-283 PA de SEMS DMT  de 14MMS0701B,283,2023,14MMS0701B,DMT,2,0,,2
713-2023-284 PA de SEMS DMT  de 14MMS0702A,284,2023,14MMS0702A,DMT,0,0,,0
713-2023-285 PA de SEMS DMT  de 14MMS0703Z,285,2023,14MMS0703Z,DMT,0,1,,1
713-2023-286 PA de SEMS DMT  de 14MMS0704Z,286,2023,14MMS0704Z,DMT,1,1,,2
713-2023-287 PA de SEMS DMT  de 14MMS0629I,287,2023,14MMS0629I,DMT,1,0,,1
713-2023-288 PA de SEMS DMT  de 14MMS0769I,288,2023,14MMS0769I,DMT,0,0,,0
713-2023-289 PA de SEMS DMT  de 14MMS0644A,289,2023,14MMS0644A,DMT,1,0,,1
713-2023-290 PA de SEMS DMT  de 14MMS0739O,290,2023,14MMS0739O,DMT,0,0,,0
713-2023-291 PA de SEMS DMT  de 14MMS0706X,291,2023,14MMS0706X,DMT,2,1,,3
713-2023-292 PA de SEMS DMT  de 14MMS0714F,292,2023,14MMS0714F,DMT,2,0,,2
713-2023-293 PA de SEMS DMT  de 14MMS0759B,293,2023,14MMS0759B,DMT,0,1,,1
713-2023-294 PA de SEMS DMT  de 14MMS0627K,294,2023,14MMS0627K,DMT,0,1,,1
713-2023-295 PA de SEMS DMT  de 14MMS0754G,295,2023,14MMS0754G,DMT,1,1,,2
713-2023-296 PA de SEMS DMT  de 14MMS0709U,296,2023,14MMS0709U,DMT,1,0,,1
713-2023-297 PA de SEMS DMT  de 14MMS0710J,297,2023,14MMS0710J,DMT,1,0,,1
713-2023-298 PA de SEMS DMT  de 14MMS0832U,298,2023,14MMS0832U,DMT,0,0,,0
713-2023-299 PA de SEMS DMT  de 14MMS0655G,299,2023,14MMS0655G,DMT,1,1,,2
713-2023-300 PA de SEMS DMT  de 14MMS0771X,300,2023,14MMS0771X,DMT,0,0,,0
713-2023-301 PA de SEMS DMT  de 14MMS0620R,301,2023,14MMS0620R,DMT,0,0,,0
713-2023-302 PA de SEMS DMT  de 14MMS0766L,302,2023,14MMS0766L,DMT,0,0,,0
713-2023-303 PA de SEMS DMT  de 14MMS0689X,303,2023,14MMS0689X,DMT,1,0,,1
713-2023-304 PA de SEMS DMT  de 14MMS0770Y,304,2023,14MMS0770Y,DMT,0,0,,0
713-2023-305 PA de SEMS DMT  de 14MMS0690M,305,2023,14MMS0690M,DMT,0,0,,0
713-2023-306 PA de SEMS DMT  de 14MMS0740D,306,2023,14MMS0740D,DMT,0,0,,0
713-2023-307 PA de SEMS DMT  de 14MMS0656F,307,2023,14MMS0656F,DMT,0,0,,0
713-2023-308 PA de SEMS DMT  de 14MMS0768J,308,2023,14MMS0768J,DMT,0,0,,0
713-2023-309 PA de SEMS DMT  de 14MMS0711I,309,2023,14MMS0711I,DMT,0,0,,0
713-2023-310 PA de SEMS DMT  de 14MMS0730X,310,2023,14MMS0730X,DMT,0,0,,0
713-2023-311 PA de SEMS DMT  de 14MMS0670Z,311,2023,14MMS0670Z,DMT,1,0,,1
713-2023-312 PA de SEMS DMT  de 14MMS0632W,312,2023,14MMS0632W,DMT,1,1,,2
713-2023-313 PA de SEMS DMT  de 14MMS0713G,313,2023,14MMS0713G,DMT,1,2,,3
713-2023-314 PA de SEMS DMT  de 14MMS0763O,314,2023,14MMS0763O,DMT,0,1,,1
713-2023-315 PA de SEMS DMT  de 14MMS0715E,315,2023,14MMS0715E,DMT,1,0,,1
713-2023-316 PA de SEMS DMT  de 14MMS0716D,316,2023,14MMS0716D,DMT,2,0,,2
713-2023-317 PA de SEMS DMT  de 14MMS0660S,317,2023,14MMS0660S,DMT,2,2,,4
713-2023-318 PA de SEMS DMT  de 14MMS0719A,318,2023,14MMS0719A,DMT,0,1,,1
713-2023-319 PA de SEMS DMT  de 14MMS0720Q,319,2023,14MMS0720Q,DMT,1,1,,2
713-2023-320 PA de SEMS DMT  de 14MMS0742B,320,2023,14MMS0742B,DMT,0,0,,0
713-2023-321 PA de SEMS DMT  de 14MMS0743A,321,2023,14MMS0743A,DMT,0,0,,0
713-2023-322 PA de SEMS DMT  de 14MMS0657E,322,2023,14MMS0657E,DMT,2,3,,5
713-2023-323 PA de SEMS DMT  de 14MMS0721P,323,2023,14MMS0721P,DMT,2,2,,4
713-2023-324 PA de SEMS DMT  de 14MMS0744Z,324,2023,14MMS0744Z,DMT,0,0,,0
713-2023-325 PA de SEMS DMT  de 14MMS0817B,325,2023,14MMS0817B,DMT,0,0,,0
713-2023-326 PA de SEMS DMT  de 14MMS0773V,326,2023,14MMS0773V,DMT,0,0,,0
713-2023-327 PA de SEMS DMT  de 14MMS0633V,327,2023,14MMS0633V,DMT,0,0,,0
713-2023-328 PA de SEMS DMT  de 14MMS0772W,328,2023,14MMS0772W,DMT,0,0,,0
713-2023-329 PA de SEMS DMT  de 14MMS0679Q,329,2023,14MMS0679Q,DMT,0,1,,1
713-2023-330 PA de SEMS DMT  de 14MMS0723N,330,2023,14MMS0723N,DMT,0,0,,0
713-2023-331 PA de SEMS DMT  de 14MMS0712H,331,2023,14MMS0712H,DMT,5,1,,6
713-2023-332 PA de SEMS DMT  de 14MMS0669J,332,2023,14MMS0669J,DMT,2,1,,3
713-2023-333 PA de SEMS DMT  de 14MMS0672X,333,2023,14MMS0672X,DMT,0,0,,0
713-2023-334 PA de SEMS DMT  de 14MMS0708V,334,2023,14MMS0708V,DMT,0,2,,2
713-2023-335 PA de SEMS DMT  de 14MMS0767K,335,2023,14MMS0767K,DMT,0,0,,0
713-2023-336 PA de SEMS DMT  de 14MMS0659C,336,2023,14MMS0659C,DMT,1,0,,1
713-2023-337 PA de SEMS DMT  de 14MMS0755F,337,2023,14MMS0755F,DMT,1,0,,1
713-2023-338 PA de SEMS DMT  de 14MMS0746Y,338,2023,14MMS0746Y,DMT,0,0,,0
713-2023-339 PA de SEMS DMT  de 14MMS0724M,339,2023,14MMS0724M,DMT,1,2,,3
713-2023-340 PA de SEMS DMT  de 14MMS0745Z,340,2023,14MMS0745Z,DMT,0,0,,0
713-2023-341 PA de SEMS DMT  de 14MMS0638Q,341,2023,14MMS0638Q,DMT,1,1,,2
713-2023-342 PA de SEMS DMT  de 14MMS0658D,342,2023,14MMS0658D,DMT,1,2,,3
713-2023-343 PA de SEMS DMT  de 14MMS0725L,343,2023,14MMS0725L,DMT,1,0,,1
713-2023-344 PA de SEMS DMT  de 14MMS0616E,344,2023,14MMS0616E,DMT,3,2,,5
713-2023-345 PA de SEMS DMT  de 14MMS0639P,345,2023,14MMS0639P,DMT,0,1,,1
713-2023-346 PA de SEMS DMT  de 14MMS0699D,346,2023,14MMS0699D,DMT,0,0,,0
713-2023-347 PA de SEMS DMT  de 14MMS0748W,347,2023,14MMS0748W,DMT,0,0,,0
713-2023-348 PA de SEMS DMT  de 14MMS0827I,348,2023,14MMS0827I,DMT,0,0,,0
713-2023-349 PA de SEMS DMT  de 14MMS0751J,349,2023,14MMS0751J,DMT,0,0,,0
713-2023-350 PA de SEMS DMT  de 14MMS0830W,350,2023,14MMS0830W,DMT,0,0,,0
713-2023-351 PA de SEMS DMT  de 14MMS0818A,351,2023,14MMS0818A,DMT,0,0,,0
713-2023-352 PA de SEMS DMT  de DGSEMS,352,2023,DGSEMS,DMT,0,0,,0
713-2023-353 PA de SEMS ITC  de 14MMS0607X,353,2023,14MMS0607X,ITC,0,0,,0
713-2023-354 PA de SEMS ITC  de 14MMS0608W,354,2023,14MMS0608W,ITC,0,0,,0
713-2023-355 PA de SEMS ITC  de 14MMS0609V,355,2023,14MMS0609V,ITC,0,0,,0
713-2023-356 PA de SEMS ITC  de 14MMS0610K,356,2023,14MMS0610K,ITC,0,1,,1
713-2023-357 PA de SEMS ITC  de 14MMS0611J,357,2023,14MMS0611J,ITC,0,0,,0
713-2023-358 PA de SEMS ITC  de 14MMS0612I,358,2023,14MMS0612I,ITC,0,0,,0
713-2023-359 PA de SEMS ITC  de 14MMS0613H,359,2023,14MMS0613H,ITC,0,0,,0
713-2023-360 PA de SEMS ITC  de 14MMS0647Y,360,2023,14MMS0647Y,ITC,0,0,,0
713-2023-361 PA de SEMS ITC  de 14MMS0762P,361,2023,14MMS0762P,ITC,0,0,,0
713-2023-362 PA de SEMS ITC  de 14MMS0761Q,362,2023,14MMS0761Q,ITC,0,0,,0
713-2023-363 PA de SEMS ITC  de 14MMS0648X,363,2023,14MMS0648X,ITC,0,0,,0
713-2023-364 PA de SEMS ITC  de 14MMS0649W,364,2023,14MMS0649W,ITC,0,0,,0
713-2023-365 PA de SEMS ITC  de 14MMS0650L,365,2023,14MMS0650L,ITC,0,1,,1
713-2023-366 PA de SEMS ITC  de 14MMS0646Z,366,2023,14MMS0646Z,ITC,0,0,,0
713-2023-367 PA de SEMS ITC  de 14MMS0640E,367,2023,14MMS0640E,ITC,0,0,,0
713-2023-368 PA de SEMS ITC  de 14MMS0615F,368,2023,14MMS0615F,ITC,1,0,,1
713-2023-369 PA de SEMS ITC  de 14MMS0630Y,369,2023,14MMS0630Y,ITC,0,0,,0
713-2023-370 PA de SEMS ITC  de 14MMS0641D,370,2023,14MMS0641D,ITC,0,0,,0
713-2023-371 PA de SEMS ITC  de 14MMS0631X,371,2023,14MMS0631X,ITC,0,0,,0
713-2023-372 PA de SEMS ITC  de 14MMS0636S,372,2023,14MMS0636S,ITC,0,0,,0
713-2023-373 PA de SEMS ITC  de 14MMS0752I,373,2023,14MMS0752I,ITC,0,0,,0
713-2023-374 PA de SEMS ITC  de 14MMS0753H,374,2023,14MMS0753H,ITC,0,0,,0
713-2023-375 PA de SEMS ITC  de 14MMS0757D,375,2023,14MMS0757D,ITC,0,0,,0
713-2023-376 PA de SEMS ITC  de 14MMS0756E,376,2023,14MMS0756E,ITC,0,0,,0
713-2023-377 PA de SEMS ITC  de 14MMS0614G,377,2023,14MMS0614G,ITC,1,0,,1
713-2023-378 PA de SEMS ITC  de 14MMS0645Z,378,2023,14MMS0645Z,ITC,0,0,,0
713-2023-379 PA de SEMS ITC  de 14MMS0623O,379,2023,14MMS0623O,ITC,0,0,,0
713-2023-380 PA de SEMS ITC  de 14MMS0776S,380,2023,14MMS0776S,ITC,0,0,,0
713-2023-381 PA de SEMS ITC  de 14MMS0799C,381,2023,14MMS0799C,ITC,0,0,,0
713-2023-382 PA de SEMS ITC  de 14MMS0878P,382,2023,14MMS0878P,ITC,0,0,,0
713-2023-383 PA de SEMS ITC  de 14MMS0844Z,383,2023,14MMS0844Z,ITC,0,0,,0
713-2023-384 PA de SEMS ITC  de 14MMS0643B,384,2023,14MMS0643B,ITC,0,0,,0
713-2023-385 PA de SEMS ITC  de 14MMS0727J,385,2023,14MMS0727J,ITC,0,0,,0
713-2023-386 PA de SEMS ITC  de 14MMS0717C,386,2023,14MMS0717C,ITC,0,0,,0
713-2023-387 PA de SEMS ITC  de 14MMS0741C,387,2023,14MMS0741C,ITC,0,0,,0
713-2023-388 PA de SEMS ITC  de 14MMS0617D,388,2023,14MMS0617D,ITC,0,0,,0
713-2023-389 PA de SEMS ITC  de 14MMS0662Q,389,2023,14MMS0662Q,ITC,0,0,,0
713-2023-390 PA de SEMS ITC  de 14MMS0663P,390,2023,14MMS0663P,ITC,0,0,,0
713-2023-391 PA de SEMS ITC  de 14MMS0664O,391,2023,14MMS0664O,ITC,0,0,,0
713-2023-392 PA de SEMS ITC  de 14MMS0665N,392,2023,14MMS0665N,ITC,0,0,,0
713-2023-393 PA de SEMS ITC  de 14MMS0619B,393,2023,14MMS0619B,ITC,0,0,,0
713-2023-394 PA de SEMS ITC  de 14MMS0666M,394,2023,14MMS0666M,ITC,0,0,,0
713-2023-395 PA de SEMS ITC  de 14MMS0667L,395,2023,14MMS0667L,ITC,0,0,,0
713-2023-396 PA de SEMS ITC  de 14MMS0728I,396,2023,14MMS0728I,ITC,0,0,,0
713-2023-397 PA de SEMS ITC  de 14MMS0618C,397,2023,14MMS0618C,ITC,0,0,,0
713-2023-398 PA de SEMS ITC  de 14MMS0668K,398,2023,14MMS0668K,ITC,0,0,,0
713-2023-399 PA de SEMS ITC  de 14MMS0747X,399,2023,14MMS0747X,ITC,0,0,,0
713-2023-400 PA de SEMS ITC  de 14MMS0750K,400,2023,14MMS0750K,ITC,0,0,,0
713-2023-401 PA de SEMS ITC  de 14MMS0621Q,401,2023,14MMS0621Q,ITC,0,0,,0
713-2023-402 PA de SEMS ITC  de 14MMS0622P,402,2023,14MMS0622P,ITC,0,0,,0
713-2023-403 PA de SEMS ITC  de 14MMS0732V,403,2023,14MMS0732V,ITC,0,0,,0
713-2023-404 PA de SEMS ITC  de 14MMS0733U,404,2023,14MMS0733U,ITC,0,0,,0
713-2023-405 PA de SEMS ITC  de 14MMS0674V,405,2023,14MMS0674V,ITC,0,0,,0
713-2023-406 PA de SEMS ITC  de 14MMS0675U,406,2023,14MMS0675U,ITC,0,0,,0
713-2023-407 PA de SEMS ITC  de 14MMS0676T,407,2023,14MMS0676T,ITC,0,0,,0
713-2023-408 PA de SEMS ITC  de 14MMS0736R,408,2023,14MMS0736R,ITC,0,0,,0
713-2023-409 PA de SEMS ITC  de 14MMS0677S,409,2023,14MMS0677S,ITC,0,0,,0
713-2023-410 PA de SEMS ITC  de 14MMS0734T,410,2023,14MMS0734T,ITC,0,0,,0
713-2023-411 PA de SEMS ITC  de 14MMS0735S,411,2023,14MMS0735S,ITC,0,0,,0
713-2023-412 PA de SEMS ITC  de 14MMS0737Q,412,2023,14MMS0737Q,ITC,0,0,,0
713-2023-413 PA de SEMS ITC  de 14MMS0651K,413,2023,14MMS0651K,ITC,0,0,,0
713-2023-414 PA de SEMS ITC  de 14MMS0698E,414,2023,14MMS0698E,ITC,0,0,,0
713-2023-415 PA de SEMS ITC  de 14MMS0624N,415,2023,14MMS0624N,ITC,0,1,,1
713-2023-416 PA de SEMS ITC  de 14MMS0682D,416,2023,14MMS0682D,ITC,0,0,,0
713-2023-417 PA de SEMS ITC  de 14MMS0683C,417,2023,14MMS0683C,ITC,0,0,,0
713-2023-418 PA de SEMS ITC  de 14MMS0626L,418,2023,14MMS0626L,ITC,0,0,,0
713-2023-419 PA de SEMS ITC  de 14MMS0758C,419,2023,14MMS0758C,ITC,0,0,,0
713-2023-420 PA de SEMS ITC  de 14MMS0680F,420,2023,14MMS0680F,ITC,0,0,,0
713-2023-421 PA de SEMS ITC  de 14MMS0681E,421,2023,14MMS0681E,ITC,0,0,,0
713-2023-422 PA de SEMS ITC  de 14MMS0707W,422,2023,14MMS0707W,ITC,0,0,,0
713-2023-423 PA de SEMS ITC  de 14MMS0625M,423,2023,14MMS0625M,ITC,0,0,,0
713-2023-424 PA de SEMS ITC  de 14MMS0738P,424,2023,14MMS0738P,ITC,0,0,,0
713-2023-425 PA de SEMS ITC  de 14MMS0684B,425,2023,14MMS0684B,ITC,0,0,,0
713-2023-426 PA de SEMS ITC  de 14MMS0687Z,426,2023,14MMS0687Z,ITC,0,0,,0
713-2023-427 PA de SEMS ITC  de 14MMS0688Y,427,2023,14MMS0688Y,ITC,0,0,,0
713-2023-428 PA de SEMS ITC  de 14MMS0652J,428,2023,14MMS0652J,ITC,0,0,,0
713-2023-429 PA de SEMS ITC  de 14MMS0718B,429,2023,14MMS0718B,ITC,0,0,,0
713-2023-430 PA de SEMS ITC  de 14MMS0637R,430,2023,14MMS0637R,ITC,0,0,,0
713-2023-431 PA de SEMS ITC  de 14MMS0760R,431,2023,14MMS0760R,ITC,0,0,,0
713-2023-432 PA de SEMS ITC  de 14MMS0671Y,432,2023,14MMS0671Y,ITC,0,0,,0
713-2023-433 PA de SEMS ITC  de 14MMS0673W,433,2023,14MMS0673W,ITC,0,0,,0
713-2023-434 PA de SEMS ITC  de 14MMS0731W,434,2023,14MMS0731W,ITC,0,0,,0
713-2023-435 PA de SEMS ITC  de 14MMS0654H,435,2023,14MMS0654H,ITC,0,0,,0
713-2023-436 PA de SEMS ITC  de 14MMS0879O,436,2023,14MMS0879O,ITC,0,0,,0
713-2023-437 PA de SEMS ITC  de 14MMS0642C,437,2023,14MMS0642C,ITC,0,0,,0
713-2023-438 PA de SEMS ITC  de 14MMS0726K,438,2023,14MMS0726K,ITC,0,0,,0
713-2023-439 PA de SEMS ITC  de 14MMS0661R,439,2023,14MMS0661R,ITC,0,0,,0
713-2023-440 PA de SEMS ITC  de 14MMS0685A,440,2023,14MMS0685A,ITC,0,0,,0
713-2023-441 PA de SEMS ITC  de 14MMS0686Z,441,2023,14MMS0686Z,ITC,0,0,,0
713-2023-442 PA de SEMS ITC  de 14MMS0798D,442,2023,14MMS0798D,ITC,0,0,,0
713-2023-443 PA de SEMS ITC  de 14MMS0705Y,443,2023,14MMS0705Y,ITC,0,0,,0
713-2023-444 PA de SEMS ITC  de 14MMS0693J,444,2023,14MMS0693J,ITC,0,0,,0
713-2023-445 PA de SEMS ITC  de 14MMS0653I,445,2023,14MMS0653I,ITC,0,0,,0
713-2023-446 PA de SEMS ITC  de 14MMS0678R,446,2023,14MMS0678R,ITC,0,0,,0
713-2023-447 PA de SEMS ITC  de 14MMS0691L,447,2023,14MMS0691L,ITC,0,0,,0
713-2023-448 PA de SEMS ITC  de 14MMS0692K,448,2023,14MMS0692K,ITC,0,0,,0
713-2023-449 PA de SEMS ITC  de 14MMS0635T,449,2023,14MMS0635T,ITC,0,0,,0
713-2023-450 PA de SEMS ITC  de 14MMS0628J,450,2023,14MMS0628J,ITC,0,0,,0
713-2023-451 PA de SEMS ITC  de 14MMS0764N,451,2023,14MMS0764N,ITC,0,0,,0
713-2023-452 PA de SEMS ITC  de 14MMS0697F,452,2023,14MMS0697F,ITC,0,0,,0
713-2023-453 PA de SEMS ITC  de 14MMS0694I,453,2023,14MMS0694I,ITC,0,0,,0
713-2023-454 PA de SEMS ITC  de 14MMS0695H,454,2023,14MMS0695H,ITC,0,0,,0
713-2023-455 PA de SEMS ITC  de 14MMS0696G,455,2023,14MMS0696G,ITC,0,0,,0
713-2023-456 PA de SEMS ITC  de 14MMS0722O,456,2023,14MMS0722O,ITC,0,0,,0
713-2023-457 PA de SEMS ITC  de 14MMS0634U,457,2023,14MMS0634U,ITC,0,0,,0
713-2023-458 PA de SEMS ITC  de 14MMS0700C,458,2023,14MMS0700C,ITC,0,0,,0
713-2023-459 PA de SEMS ITC  de 14MMS0701B,459,2023,14MMS0701B,ITC,0,0,,0
713-2023-460 PA de SEMS ITC  de 14MMS0702A,460,2023,14MMS0702A,ITC,0,0,,0
713-2023-461 PA de SEMS ITC  de 14MMS0703Z,461,2023,14MMS0703Z,ITC,0,0,,0
713-2023-462 PA de SEMS ITC  de 14MMS0704Z,462,2023,14MMS0704Z,ITC,0,0,,0
713-2023-463 PA de SEMS ITC  de 14MMS0629I,463,2023,14MMS0629I,ITC,0,0,,0
713-2023-464 PA de SEMS ITC  de 14MMS0769I,464,2023,14MMS0769I,ITC,0,0,,0
713-2023-465 PA de SEMS ITC  de 14MMS0644A,465,2023,14MMS0644A,ITC,0,0,,0
713-2023-466 PA de SEMS ITC  de 14MMS0739O,466,2023,14MMS0739O,ITC,0,0,,0
713-2023-467 PA de SEMS ITC  de 14MMS0706X,467,2023,14MMS0706X,ITC,0,0,,0
713-2023-468 PA de SEMS ITC  de 14MMS0714F,468,2023,14MMS0714F,ITC,0,0,,0
713-2023-469 PA de SEMS ITC  de 14MMS0759B,469,2023,14MMS0759B,ITC,0,0,,0
713-2023-470 PA de SEMS ITC  de 14MMS0627K,470,2023,14MMS0627K,ITC,0,0,,0
713-2023-471 PA de SEMS ITC  de 14MMS0754G,471,2023,14MMS0754G,ITC,0,0,,0
713-2023-472 PA de SEMS ITC  de 14MMS0709U,472,2023,14MMS0709U,ITC,0,0,,0
713-2023-473 PA de SEMS ITC  de 14MMS0710J,473,2023,14MMS0710J,ITC,0,0,,0
713-2023-474 PA de SEMS ITC  de 14MMS0832U,474,2023,14MMS0832U,ITC,0,0,,0
713-2023-475 PA de SEMS ITC  de 14MMS0655G,475,2023,14MMS0655G,ITC,0,0,,0
713-2023-476 PA de SEMS ITC  de 14MMS0771X,476,2023,14MMS0771X,ITC,0,0,,0
713-2023-477 PA de SEMS ITC  de 14MMS0620R,477,2023,14MMS0620R,ITC,0,0,,0
713-2023-478 PA de SEMS ITC  de 14MMS0766L,478,2023,14MMS0766L,ITC,0,0,,0
713-2023-479 PA de SEMS ITC  de 14MMS0689X,479,2023,14MMS0689X,ITC,0,0,,0
713-2023-480 PA de SEMS ITC  de 14MMS0770Y,480,2023,14MMS0770Y,ITC,0,0,,0
713-2023-481 PA de SEMS ITC  de 14MMS0690M,481,2023,14MMS0690M,ITC,0,0,,0
713-2023-482 PA de SEMS ITC  de 14MMS0740D,482,2023,14MMS0740D,ITC,0,0,,0
713-2023-483 PA de SEMS ITC  de 14MMS0656F,483,2023,14MMS0656F,ITC,0,0,,0
713-2023-484 PA de SEMS ITC  de 14MMS0768J,484,2023,14MMS0768J,ITC,0,0,,0
713-2023-485 PA de SEMS ITC  de 14MMS0711I,485,2023,14MMS0711I,ITC,0,0,,0
713-2023-486 PA de SEMS ITC  de 14MMS0730X,486,2023,14MMS0730X,ITC,0,0,,0
713-2023-487 PA de SEMS ITC  de 14MMS0670Z,487,2023,14MMS0670Z,ITC,0,0,,0
713-2023-488 PA de SEMS ITC  de 14MMS0632W,488,2023,14MMS0632W,ITC,0,0,,0
713-2023-489 PA de SEMS ITC  de 14MMS0713G,489,2023,14MMS0713G,ITC,0,0,,0
713-2023-490 PA de SEMS ITC  de 14MMS0763O,490,2023,14MMS0763O,ITC,0,0,,0
713-2023-491 PA de SEMS ITC  de 14MMS0715E,491,2023,14MMS0715E,ITC,0,0,,0
713-2023-492 PA de SEMS ITC  de 14MMS0716D,492,2023,14MMS0716D,ITC,0,0,,0
713-2023-493 PA de SEMS ITC  de 14MMS0660S,493,2023,14MMS0660S,ITC,0,0,,0
713-2023-494 PA de SEMS ITC  de 14MMS0719A,494,2023,14MMS0719A,ITC,0,0,,0
713-2023-495 PA de SEMS ITC  de 14MMS0720Q,495,2023,14MMS0720Q,ITC,0,0,,0
713-2023-496 PA de SEMS ITC  de 14MMS0742B,496,2023,14MMS0742B,ITC,0,0,,0
713-2023-497 PA de SEMS ITC  de 14MMS0743A,497,2023,14MMS0743A,ITC,0,0,,0
713-2023-498 PA de SEMS ITC  de 14MMS0657E,498,2023,14MMS0657E,ITC,0,0,,0
713-2023-499 PA de SEMS ITC  de 14MMS0721P,499,2023,14MMS0721P,ITC,0,0,,0
713-2023-500 PA de SEMS ITC  de 14MMS0744Z,500,2023,14MMS0744Z,ITC,0,0,,0
713-2023-501 PA de SEMS ITC  de 14MMS0817B,501,2023,14MMS0817B,ITC,0,0,,0
713-2023-502 PA de SEMS ITC  de 14MMS0773V,502,2023,14MMS0773V,ITC,0,0,,0
713-2023-503 PA de SEMS ITC  de 14MMS0633V,503,2023,14MMS0633V,ITC,0,0,,0
713-2023-504 PA de SEMS ITC  de 14MMS0772W,504,2023,14MMS0772W,ITC,0,0,,0
713-2023-505 PA de SEMS ITC  de 14MMS0679Q,505,2023,14MMS0679Q,ITC,0,0,,0
713-2023-506 PA de SEMS ITC  de 14MMS0723N,506,2023,14MMS0723N,ITC,0,0,,0
713-2023-507 PA de SEMS ITC  de 14MMS0712H,507,2023,14MMS0712H,ITC,0,0,,0
713-2023-508 PA de SEMS ITC  de 14MMS0669J,508,2023,14MMS0669J,ITC,0,0,,0
713-2023-509 PA de SEMS ITC  de 14MMS0672X,509,2023,14MMS0672X,ITC,0,0,,0
713-2023-510 PA de SEMS ITC  de 14MMS0708V,510,2023,14MMS0708V,ITC,0,0,,0
713-2023-511 PA de SEMS ITC  de 14MMS0767K,511,2023,14MMS0767K,ITC,0,0,,0
713-2023-512 PA de SEMS ITC  de 14MMS0659C,512,2023,14MMS0659C,ITC,0,0,,0
713-2023-513 PA de SEMS ITC  de 14MMS0755F,513,2023,14MMS0755F,ITC,0,0,,0
713-2023-514 PA de SEMS ITC  de 14MMS0746Y,514,2023,14MMS0746Y,ITC,0,0,,0
713-2023-515 PA de SEMS ITC  de 14MMS0724M,515,2023,14MMS0724M,ITC,0,0,,0
713-2023-516 PA de SEMS ITC  de 14MMS0745Z,516,2023,14MMS0745Z,ITC,0,0,,0
713-2023-517 PA de SEMS ITC  de 14MMS0638Q,517,2023,14MMS0638Q,ITC,0,0,,0
713-2023-518 PA de SEMS ITC  de 14MMS0658D,518,2023,14MMS0658D,ITC,0,0,,0
713-2023-519 PA de SEMS ITC  de 14MMS0725L,519,2023,14MMS0725L,ITC,0,0,,0
713-2023-520 PA de SEMS ITC  de 14MMS0616E,520,2023,14MMS0616E,ITC,0,0,,0
713-2023-521 PA de SEMS ITC  de 14MMS0639P,521,2023,14MMS0639P,ITC,0,0,,0
713-2023-522 PA de SEMS ITC  de 14MMS0699D,522,2023,14MMS0699D,ITC,0,0,,0
713-2023-523 PA de SEMS ITC  de 14MMS0748W,523,2023,14MMS0748W,ITC,0,0,,0
713-2023-524 PA de SEMS ITC  de 14MMS0827I,524,2023,14MMS0827I,ITC,0,0,,0
713-2023-525 PA de SEMS ITC  de 14MMS0751J,525,2023,14MMS0751J,ITC,0,0,,0
713-2023-526 PA de SEMS ITC  de 14MMS0830W,526,2023,14MMS0830W,ITC,0,0,,0
713-2023-527 PA de SEMS ITC  de 14MMS0818A,527,2023,14MMS0818A,ITC,0,0,,0
713-2023-528 PA de SEMS ITC  de DGSEMS,528,2023,DGSEMS,ITC,0,0,,0
713-2023-529 PA de SEMS IMT  de 14MMS0607X,529,2023,14MMS0607X,IMT,0,0,,0
713-2023-530 PA de SEMS IMT  de 14MMS0608W,530,2023,14MMS0608W,IMT,0,0,,0
713-2023-531 PA de SEMS IMT  de 14MMS0609V,531,2023,14MMS0609V,IMT,0,0,,0
713-2023-532 PA de SEMS IMT  de 14MMS0610K,532,2023,14MMS0610K,IMT,0,0,,0
713-2023-533 PA de SEMS IMT  de 14MMS0611J,533,2023,14MMS0611J,IMT,0,0,,0
