name,row,anio,cve_sems,pa_categoria_t,academicos_h,academicos_m,academicos_nb,academicos_t
713-2023-1132 PA de SEMS PA  de 14MMS0652J,1132,2023,14MMS0652J,PA,20,8,,28
713-2023-1133 PA de SEMS PA  de 14MMS0718B,1133,2023,14MMS0718B,PA,9,12,,21
713-2023-1134 PA de SEMS PA  de 14MMS0637R,1134,2023,14MMS0637R,PA,25,19,,44
713-2023-1135 PA de SEMS PA  de 14MMS0760R,1135,2023,14MMS0760R,PA,1,1,,2
713-2023-1136 PA de SEMS PA  de 14MMS0671Y,1136,2023,14MMS0671Y,PA,3,4,,7
713-2023-1137 PA de SEMS PA  de 14MMS0673W,1137,2023,14MMS0673W,PA,4,3,,7
713-2023-1138 PA de SEMS PA  de 14MMS0731W,1138,2023,14MMS0731W,PA,3,2,,5
713-2023-1139 PA de SEMS PA  de 14MMS0654H,1139,2023,14MMS0654H,PA,17,20,,37
713-2023-1140 PA de SEMS PA  de 14MMS0879O,1140,2023,14MMS0879O,PA,0,2,,2
713-2023-1141 PA de SEMS PA  de 14MMS0642C,1141,2023,14MMS0642C,PA,12,13,,25
713-2023-1142 PA de SEMS PA  de 14MMS0726K,1142,2023,14MMS0726K,PA,2,2,,4
713-2023-1143 PA de SEMS PA  de 14MMS0661R,1143,2023,14MMS0661R,PA,5,2,,7
713-2023-1144 PA de SEMS PA  de 14MMS0685A,1144,2023,14MMS0685A,PA,13,13,,26
713-2023-1145 PA de SEMS PA  de 14MMS0686Z,1145,2023,14MMS0686Z,PA,9,9,,18
713-2023-1146 PA de SEMS PA  de 14MMS0798D,1146,2023,14MMS0798D,PA,9,7,,16
713-2023-1147 PA de SEMS PA  de 14MMS0705Y,1147,2023,14MMS0705Y,PA,15,11,,26
713-2023-1148 PA de SEMS PA  de 14MMS0693J,1148,2023,14MMS0693J,PA,7,9,,16
713-2023-1149 PA de SEMS PA  de 14MMS0653I,1149,2023,14MMS0653I,PA,21,10,,31
713-2023-1150 PA de SEMS PA  de 14MMS0678R,1150,2023,14MMS0678R,PA,9,4,,13
713-2023-1151 PA de SEMS PA  de 14MMS0691L,1151,2023,14MMS0691L,PA,4,3,,7
713-2023-1152 PA de SEMS PA  de 14MMS0692K,1152,2023,14MMS0692K,PA,5,8,,13
713-2023-1153 PA de SEMS PA  de 14MMS0635T,1153,2023,14MMS0635T,PA,20,14,,34
713-2023-1154 PA de SEMS PA  de 14MMS0628J,1154,2023,14MMS0628J,PA,20,34,,54
713-2023-1155 PA de SEMS PA  de 14MMS0764N,1155,2023,14MMS0764N,PA,2,5,,7
713-2023-1156 PA de SEMS PA  de 14MMS0697F,1156,2023,14MMS0697F,PA,7,5,,12
713-2023-1157 PA de SEMS PA  de 14MMS0694I,1157,2023,14MMS0694I,PA,3,2,,5
713-2023-1158 PA de SEMS PA  de 14MMS0695H,1158,2023,14MMS0695H,PA,7,10,,17
713-2023-1159 PA de SEMS PA  de 14MMS0696G,1159,2023,14MMS0696G,PA,9,8,,17
713-2023-1160 PA de SEMS PA  de 14MMS0722O,1160,2023,14MMS0722O,PA,7,10,,17
713-2023-1161 PA de SEMS PA  de 14MMS0634U,1161,2023,14MMS0634U,PA,31,33,,64
713-2023-1162 PA de SEMS PA  de 14MMS0700C,1162,2023,14MMS0700C,PA,5,6,,11
713-2023-1163 PA de SEMS PA  de 14MMS0701B,1163,2023,14MMS0701B,PA,9,9,,18
713-2023-1164 PA de SEMS PA  de 14MMS0702A,1164,2023,14MMS0702A,PA,7,5,,12
713-2023-1165 PA de SEMS PA  de 14MMS0703Z,1165,2023,14MMS0703Z,PA,3,8,,11
713-2023-1166 PA de SEMS PA  de 14MMS0704Z,1166,2023,14MMS0704Z,PA,6,2,,8
713-2023-1167 PA de SEMS PA  de 14MMS0629I,1167,2023,14MMS0629I,PA,29,19,,48
713-2023-1168 PA de SEMS PA  de 14MMS0769I,1168,2023,14MMS0769I,PA,7,5,,12
713-2023-1169 PA de SEMS PA  de 14MMS0644A,1169,2023,14MMS0644A,PA,17,14,,31
713-2023-1170 PA de SEMS PA  de 14MMS0739O,1170,2023,14MMS0739O,PA,6,4,,10
713-2023-1171 PA de SEMS PA  de 14MMS0706X,1171,2023,14MMS0706X,PA,15,12,,27
713-2023-1172 PA de SEMS PA  de 14MMS0714F,1172,2023,14MMS0714F,PA,8,9,,17
713-2023-1173 PA de SEMS PA  de 14MMS0759B,1173,2023,14MMS0759B,PA,33,43,,76
713-2023-1174 PA de SEMS PA  de 14MMS0627K,1174,2023,14MMS0627K,PA,9,15,,24
713-2023-1175 PA de SEMS PA  de 14MMS0754G,1175,2023,14MMS0754G,PA,7,7,,14
713-2023-1176 PA de SEMS PA  de 14MMS0709U,1176,2023,14MMS0709U,PA,10,4,,14
713-2023-1177 PA de SEMS PA  de 14MMS0710J,1177,2023,14MMS0710J,PA,9,7,,16
713-2023-1178 PA de SEMS PA  de 14MMS0832U,1178,2023,14MMS0832U,PA,1,8,,9
713-2023-1179 PA de SEMS PA  de 14MMS0655G,1179,2023,14MMS0655G,PA,28,24,,52
713-2023-1180 PA de SEMS PA  de 14MMS0771X,1180,2023,14MMS0771X,PA,7,5,,12
713-2023-1181 PA de SEMS PA  de 14MMS0620R,1181,2023,14MMS0620R,PA,21,15,,36
713-2023-1182 PA de SEMS PA  de 14MMS0766L,1182,2023,14MMS0766L,PA,2,2,,4
713-2023-1183 PA de SEMS PA  de 14MMS0689X,1183,2023,14MMS0689X,PA,5,4,,9
713-2023-1184 PA de SEMS PA  de 14MMS0770Y,1184,2023,14MMS0770Y,PA,2,2,,4
713-2023-1185 PA de SEMS PA  de 14MMS0690M,1185,2023,14MMS0690M,PA,4,4,,8
713-2023-1186 PA de SEMS PA  de 14MMS0740D,1186,2023,14MMS0740D,PA,4,0,,4
713-2023-1187 PA de SEMS PA  de 14MMS0656F,1187,2023,14MMS0656F,PA,12,9,,21
713-2023-1188 PA de SEMS PA  de 14MMS0768J,1188,2023,14MMS0768J,PA,3,7,,10
713-2023-1189 PA de SEMS PA  de 14MMS0711I,1189,2023,14MMS0711I,PA,4,3,,7
713-2023-1190 PA de SEMS PA  de 14MMS0730X,1190,2023,14MMS0730X,PA,2,4,,6
713-2023-1191 PA de SEMS PA  de 14MMS0670Z,1191,2023,14MMS0670Z,PA,3,9,,12
713-2023-1192 PA de SEMS PA  de 14MMS0632W,1192,2023,14MMS0632W,PA,40,30,,70
713-2023-1193 PA de SEMS PA  de 14MMS0713G,1193,2023,14MMS0713G,PA,9,8,,17
713-2023-1194 PA de SEMS PA  de 14MMS0763O,1194,2023,14MMS0763O,PA,3,3,,6
713-2023-1195 PA de SEMS PA  de 14MMS0715E,1195,2023,14MMS0715E,PA,8,0,,8
713-2023-1196 PA de SEMS PA  de 14MMS0716D,1196,2023,14MMS0716D,PA,8,3,,11
713-2023-1197 PA de SEMS PA  de 14MMS0660S,1197,2023,14MMS0660S,PA,22,22,,44
713-2023-1198 PA de SEMS PA  de 14MMS0719A,1198,2023,14MMS0719A,PA,3,6,,9
713-2023-1199 PA de SEMS PA  de 14MMS0720Q,1199,2023,14MMS0720Q,PA,4,7,,11
713-2023-1200 PA de SEMS PA  de 14MMS0742B,1200,2023,14MMS0742B,PA,2,2,,4
713-2023-1201 PA de SEMS PA  de 14MMS0743A,1201,2023,14MMS0743A,PA,2,2,,4
713-2023-1202 PA de SEMS PA  de 14MMS0657E,1202,2023,14MMS0657E,PA,38,31,,69
713-2023-1203 PA de SEMS PA  de 14MMS0721P,1203,2023,14MMS0721P,PA,12,4,,16
713-2023-1204 PA de SEMS PA  de 14MMS0744Z,1204,2023,14MMS0744Z,PA,7,11,,18
713-2023-1205 PA de SEMS PA  de 14MMS0817B,1205,2023,14MMS0817B,PA,6,5,,11
713-2023-1206 PA de SEMS PA  de 14MMS0773V,1206,2023,14MMS0773V,PA,24,19,,43
713-2023-1207 PA de SEMS PA  de 14MMS0633V,1207,2023,14MMS0633V,PA,11,15,,26
713-2023-1208 PA de SEMS PA  de 14MMS0772W,1208,2023,14MMS0772W,PA,6,1,,7
713-2023-1209 PA de SEMS PA  de 14MMS0679Q,1209,2023,14MMS0679Q,PA,6,4,,10
713-2023-1210 PA de SEMS PA  de 14MMS0723N,1210,2023,14MMS0723N,PA,4,6,,10
713-2023-1211 PA de SEMS PA  de 14MMS0712H,1211,2023,14MMS0712H,PA,16,9,,25
713-2023-1212 PA de SEMS PA  de 14MMS0669J,1212,2023,14MMS0669J,PA,9,7,,16
713-2023-1213 PA de SEMS PA  de 14MMS0672X,1213,2023,14MMS0672X,PA,3,2,,5
713-2023-1214 PA de SEMS PA  de 14MMS0708V,1214,2023,14MMS0708V,PA,13,10,,23
713-2023-1215 PA de SEMS PA  de 14MMS0767K,1215,2023,14MMS0767K,PA,8,14,,22
713-2023-1216 PA de SEMS PA  de 14MMS0659C,1216,2023,14MMS0659C,PA,19,14,,33
713-2023-1217 PA de SEMS PA  de 14MMS0755F,1217,2023,14MMS0755F,PA,2,4,,6
713-2023-1218 PA de SEMS PA  de 14MMS0746Y,1218,2023,14MMS0746Y,PA,2,6,,8
713-2023-1219 PA de SEMS PA  de 14MMS0724M,1219,2023,14MMS0724M,PA,6,4,,10
713-2023-1220 PA de SEMS PA  de 14MMS0745Z,1220,2023,14MMS0745Z,PA,3,1,,4
713-2023-1221 PA de SEMS PA  de 14MMS0638Q,1221,2023,14MMS0638Q,PA,8,13,,21
713-2023-1222 PA de SEMS PA  de 14MMS0658D,1222,2023,14MMS0658D,PA,27,19,,46
713-2023-1223 PA de SEMS PA  de 14MMS0725L,1223,2023,14MMS0725L,PA,0,0,,0
713-2023-1224 PA de SEMS PA  de 14MMS0616E,1224,2023,14MMS0616E,PA,37,56,,93
713-2023-1225 PA de SEMS PA  de 14MMS0639P,1225,2023,14MMS0639P,PA,6,9,,15
713-2023-1226 PA de SEMS PA  de 14MMS0699D,1226,2023,14MMS0699D,PA,3,4,,7
713-2023-1227 PA de SEMS PA  de 14MMS0748W,1227,2023,14MMS0748W,PA,5,5,,10
713-2023-1228 PA de SEMS PA  de 14MMS0827I,1228,2023,14MMS0827I,PA,2,2,,4
713-2023-1229 PA de SEMS PA  de 14MMS0751J,1229,2023,14MMS0751J,PA,14,7,,21
713-2023-1230 PA de SEMS PA  de 14MMS0830W,1230,2023,14MMS0830W,PA,0,0,,0
713-2023-1231 PA de SEMS PA  de 14MMS0818A,1231,2023,14MMS0818A,PA,39,33,,72
713-2023-1232 PA de SEMS PA  de DGSEMS,1232,2023,DGSEMS,PA,0,0,,0
