name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
87 2023-2024 14MMS0658D BGC Escolarizada,87,2023-2024,14MMS0658D,BGC,Escolarizada,642,820,,1462,11,13,,24,1,1,,2
88 2023-2024 14MMS0659C 3042100026 Escolarizada,88,2023-2024,14MMS0659C,3042100026,Escolarizada,63,46,,109,2,0,,2,1,0,,1
89 2023-2024 14MMS0659C BGC Escolarizada,89,2023-2024,14MMS0659C,BGC,Escolarizada,316,364,,680,2,8,,10,0,1,,1
90 2023-2024 14MMS0660S 3042000001 Escolarizada,90,2023-2024,14MMS0660S,3042000001,Escolarizada,58,62,,120,1,0,,1,0,0,,0
91 2023-2024 14MMS0660S 3101600003 Escolarizada,91,2023-2024,14MMS0660S,3101600003,Escolarizada,42,89,,131,0,0,,0,0,0,,0
92 2023-2024 14MMS0660S BGC Escolarizada,92,2023-2024,14MMS0660S,BGC,Escolarizada,283,331,,614,0,0,,0,0,0,,0
93 2023-2024 14MMS0661R BGC Escolarizada,93,2023-2024,14MMS0661R,BGC,Escolarizada,88,74,,162,0,1,,1,0,0,,0
94 2023-2024 14MMS0662Q BGC Escolarizada,94,2023-2024,14MMS0662Q,BGC,Escolarizada,99,138,,237,0,1,,1,0,0,,0
95 2023-2024 14MMS0663P BGC Escolarizada,95,2023-2024,14MMS0663P,BGC,Escolarizada,66,76,,142,1,1,,2,0,0,,0
96 2023-2024 14MMS0664O BGC Escolarizada,96,2023-2024,14MMS0664O,BGC,Escolarizada,89,74,,163,0,0,,0,0,1,,1
97 2023-2024 14MMS0665N BGC Escolarizada,97,2023-2024,14MMS0665N,BGC,Escolarizada,153,171,,324,1,1,,2,0,0,,0
98 2023-2024 14MMS0666M BGC Escolarizada,98,2023-2024,14MMS0666M,BGC,Escolarizada,97,161,,258,3,0,,3,2,2,,4
99 2023-2024 14MMS0667L BGC Escolarizada,99,2023-2024,14MMS0667L,BGC,Escolarizada,117,193,,310,0,0,,0,0,0,,0
100 2023-2024 14MMS0668K BGC Escolarizada,100,2023-2024,14MMS0668K,BGC,Escolarizada,330,351,,681,2,2,,4,0,1,,1
101 2023-2024 14MMS0669J BGC Escolarizada,101,2023-2024,14MMS0669J,BGC,Escolarizada,111,133,,244,3,1,,4,0,0,,0
102 2023-2024 14MMS0670Z BGC Escolarizada,102,2023-2024,14MMS0670Z,BGC,Escolarizada,77,108,,185,0,3,,3,0,0,,0
103 2023-2024 14MMS0671Y BGC Escolarizada,103,2023-2024,14MMS0671Y,BGC,Escolarizada,77,85,,162,0,0,,0,0,0,,0
104 2023-2024 14MMS0672X BGC Escolarizada,104,2023-2024,14MMS0672X,BGC,Escolarizada,32,37,,69,0,0,,0,0,0,,0
105 2023-2024 14MMS0673W BGC Escolarizada,105,2023-2024,14MMS0673W,BGC,Escolarizada,136,132,,268,0,1,,1,0,0,,0
106 2023-2024 14MMS0674V BGC Escolarizada,106,2023-2024,14MMS0674V,BGC,Escolarizada,72,94,,166,0,0,,0,0,0,,0
107 2023-2024 14MMS0675U BGC Escolarizada,107,2023-2024,14MMS0675U,BGC,Escolarizada,67,63,,130,0,3,,3,0,0,,0
108 2023-2024 14MMS0676T BGC Escolarizada,108,2023-2024,14MMS0676T,BGC,Escolarizada,103,135,,238,0,0,,0,0,0,,0
109 2023-2024 14MMS0677S BGC Escolarizada,109,2023-2024,14MMS0677S,BGC,Escolarizada,123,121,,244,0,0,,0,0,0,,0
110 2023-2024 14MMS0678R BGC Escolarizada,110,2023-2024,14MMS0678R,BGC,Escolarizada,120,129,,249,1,0,,1,0,0,,0
111 2023-2024 14MMS0679Q BGC Escolarizada,111,2023-2024,14MMS0679Q,BGC,Escolarizada,159,194,,353,1,1,,2,0,0,,0
112 2023-2024 14MMS0680F BGC Escolarizada,112,2023-2024,14MMS0680F,BGC,Escolarizada,116,106,,222,0,0,,0,0,0,,0
113 2023-2024 14MMS0681E BGC Escolarizada,113,2023-2024,14MMS0681E,BGC,Escolarizada,115,142,,257,7,5,,12,0,0,,0
114 2023-2024 14MMS0682D BGC Escolarizada,114,2023-2024,14MMS0682D,BGC,Escolarizada,138,192,,330,0,1,,1,1,0,,1
115 2023-2024 14MMS0683C BGC Escolarizada,115,2023-2024,14MMS0683C,BGC,Escolarizada,167,210,,377,2,6,,8,0,2,,2
116 2023-2024 14MMS0684B BGC Escolarizada,116,2023-2024,14MMS0684B,BGC,Escolarizada,72,89,,161,0,1,,1,0,0,,0
117 2023-2024 14MMS0685A BGC Escolarizada,117,2023-2024,14MMS0685A,BGC,Escolarizada,149,192,,341,0,1,,1,6,6,,12
118 2023-2024 14MMS0686Z BGC Escolarizada,118,2023-2024,14MMS0686Z,BGC,Escolarizada,103,120,,223,1,0,,1,44,24,,68
119 2023-2024 14MMS0687Z BGC Escolarizada,119,2023-2024,14MMS0687Z,BGC,Escolarizada,49,44,,93,0,1,,1,1,0,,1
120 2023-2024 14MMS0688Y BGC Escolarizada,120,2023-2024,14MMS0688Y,BGC,Escolarizada,76,96,,172,0,4,,4,6,5,,11
121 2023-2024 14MMS0689X BGC Escolarizada,121,2023-2024,14MMS0689X,BGC,Escolarizada,49,68,,117,0,0,,0,0,0,,0
122 2023-2024 14MMS0690M BGC Escolarizada,122,2023-2024,14MMS0690M,BGC,Escolarizada,49,59,,108,0,0,,0,0,0,,0
123 2023-2024 14MMS0691L BGC Escolarizada,123,2023-2024,14MMS0691L,BGC,Escolarizada,90,104,,194,2,1,,3,0,0,,0
124 2023-2024 14MMS0692K BGC Escolarizada,124,2023-2024,14MMS0692K,BGC,Escolarizada,120,141,,261,3,5,,8,0,0,,0
125 2023-2024 14MMS0693J BGC Escolarizada,125,2023-2024,14MMS0693J,BGC,Escolarizada,398,418,,816,0,0,,0,0,0,,0
126 2023-2024 14MMS0694I BGC Escolarizada,126,2023-2024,14MMS0694I,BGC,Escolarizada,54,114,,168,3,3,,6,0,0,,0
127 2023-2024 14MMS0695H BGC Escolarizada,127,2023-2024,14MMS0695H,BGC,Escolarizada,206,237,,443,1,0,,1,0,0,,0
128 2023-2024 14MMS0696G BGC Escolarizada,128,2023-2024,14MMS0696G,BGC,Escolarizada,240,316,,556,2,1,,3,0,0,,0
129 2023-2024 14MMS0697F BGC Escolarizada,129,2023-2024,14MMS0697F,BGC,Escolarizada,65,129,,194,0,2,,2,0,0,,0
130 2023-2024 14MMS0698E BGC Escolarizada,130,2023-2024,14MMS0698E,BGC,Escolarizada,184,186,,370,3,0,,3,0,0,,0
131 2023-2024 14MMS0699D 3081100003 Escolarizada,131,2023-2024,14MMS0699D,3081100003,Escolarizada,63,66,,129,2,0,,2,0,0,,0
132 2023-2024 14MMS0699D BGC Escolarizada,132,2023-2024,14MMS0699D,BGC,Escolarizada,89,135,,224,1,1,,2,0,0,,0
133 2023-2024 14MMS0700C BGC Escolarizada,133,2023-2024,14MMS0700C,BGC,Escolarizada,131,155,,286,1,0,,1,0,0,,0
134 2023-2024 14MMS0701B BGC Escolarizada,134,2023-2024,14MMS0701B,BGC,Escolarizada,525,608,,1133,4,8,,12,1,2,,3
135 2023-2024 14MMS0702A BGC Escolarizada,135,2023-2024,14MMS0702A,BGC,Escolarizada,89,114,,203,1,0,,1,0,0,,0
136 2023-2024 14MMS0703Z BGC Escolarizada,136,2023-2024,14MMS0703Z,BGC,Escolarizada,129,158,,287,0,1,,1,33,49,,82
137 2023-2024 14MMS0704Z BGC Escolarizada,137,2023-2024,14MMS0704Z,BGC,Escolarizada,90,94,,184,0,0,,0,0,0,,0
138 2023-2024 14MMS0705Y BGAI Escolarizada,138,2023-2024,14MMS0705Y,BGAI,Escolarizada,21,39,,60,0,0,,0,0,0,,0
139 2023-2024 14MMS0705Y BGC Escolarizada,139,2023-2024,14MMS0705Y,BGC,Escolarizada,322,446,,768,7,6,,13,0,0,,0
140 2023-2024 14MMS0706X BGC Escolarizada,140,2023-2024,14MMS0706X,BGC,Escolarizada,375,460,,835,9,15,,24,0,1,,1
141 2023-2024 14MMS0707W BGC Escolarizada,141,2023-2024,14MMS0707W,BGC,Escolarizada,374,453,,827,1,2,,3,0,1,,1
142 2023-2024 14MMS0708V BGC Escolarizada,142,2023-2024,14MMS0708V,BGC,Escolarizada,320,356,,676,9,1,,10,0,0,,0
143 2023-2024 14MMS0709U BGC Escolarizada,143,2023-2024,14MMS0709U,BGC,Escolarizada,220,230,,450,0,0,,0,0,0,,0
144 2023-2024 14MMS0710J BGC Escolarizada,144,2023-2024,14MMS0710J,BGC,Escolarizada,179,213,,392,0,0,,0,0,0,,0
145 2023-2024 14MMS0711I BGC Escolarizada,145,2023-2024,14MMS0711I,BGC,Escolarizada,87,106,,193,0,0,,0,0,0,,0
146 2023-2024 14MMS0712H BGC Escolarizada,146,2023-2024,14MMS0712H,BGC,Escolarizada,225,292,,517,5,3,,8,1,1,,2
147 2023-2024 14MMS0713G BGC Escolarizada,147,2023-2024,14MMS0713G,BGC,Escolarizada,242,294,,536,4,1,,5,0,0,,0
148 2023-2024 14MMS0714F BGC Escolarizada,148,2023-2024,14MMS0714F,BGC,Escolarizada,227,255,,482,5,5,,10,0,0,,0
149 2023-2024 14MMS0715E BGC Escolarizada,149,2023-2024,14MMS0715E,BGC,Escolarizada,106,151,,257,4,1,,5,0,0,,0
150 2023-2024 14MMS0716D BGC Escolarizada,150,2023-2024,14MMS0716D,BGC,Escolarizada,131,171,,302,0,0,,0,0,0,,0
151 2023-2024 14MMS0717C 3042000001 Escolarizada,151,2023-2024,14MMS0717C,3042000001,Escolarizada,37,36,,73,0,0,,0,0,0,,0
152 2023-2024 14MMS0717C 3101600003 Escolarizada,152,2023-2024,14MMS0717C,3101600003,Escolarizada,29,66,,95,0,1,,1,0,0,,0
153 2023-2024 14MMS0717C BGC Escolarizada,153,2023-2024,14MMS0717C,BGC,Escolarizada,217,206,,423,3,0,,3,0,0,,0
154 2023-2024 14MMS0718B 3042000001 Escolarizada,154,2023-2024,14MMS0718B,3042000001,Escolarizada,38,39,,77,0,0,,0,0,0,,0
155 2023-2024 14MMS0718B 3101600003 Escolarizada,155,2023-2024,14MMS0718B,3101600003,Escolarizada,79,106,,185,0,0,,0,0,0,,0
156 2023-2024 14MMS0718B BGC Escolarizada,156,2023-2024,14MMS0718B,BGC,Escolarizada,228,227,,455,0,1,,1,0,0,,0
157 2023-2024 14MMS0719A BGC Escolarizada,157,2023-2024,14MMS0719A,BGC,Escolarizada,99,106,,205,0,0,,0,0,0,,0
158 2023-2024 14MMS0720Q BGC Escolarizada,158,2023-2024,14MMS0720Q,BGC,Escolarizada,150,184,,334,1,0,,1,0,0,,0
159 2023-2024 14MMS0721P BGAI Escolarizada,159,2023-2024,14MMS0721P,BGAI,Escolarizada,10,6,,16,0,0,,0,0,0,,0
160 2023-2024 14MMS0721P BGC Escolarizada,160,2023-2024,14MMS0721P,BGC,Escolarizada,325,492,,817,7,4,,11,1,1,,2
161 2023-2024 14MMS0722O BGC Escolarizada,161,2023-2024,14MMS0722O,BGC,Escolarizada,266,281,,547,4,6,,10,0,0,,0
162 2023-2024 14MMS0723N BGC Escolarizada,162,2023-2024,14MMS0723N,BGC,Escolarizada,73,86,,159,2,0,,2,0,0,,0
163 2023-2024 14MMS0724M BGC Escolarizada,163,2023-2024,14MMS0724M,BGC,Escolarizada,103,119,,222,0,0,,0,0,0,,0
164 2023-2024 14MMS0725L BGC Escolarizada,164,2023-2024,14MMS0725L,BGC,Escolarizada,48,89,,137,2,1,,3,0,0,,0
165 2023-2024 14MMS0726K BGC Escolarizada,165,2023-2024,14MMS0726K,BGC,Escolarizada,61,44,,105,0,0,,0,0,0,,0
166 2023-2024 14MMS0727J BGC Escolarizada,166,2023-2024,14MMS0727J,BGC,Escolarizada,64,68,,132,0,0,,0,0,0,,0
167 2023-2024 14MMS0728I BGC Escolarizada,167,2023-2024,14MMS0728I,BGC,Escolarizada,51,73,,124,1,0,,1,0,0,,0
168 2023-2024 14MMS0730X BGC Escolarizada,168,2023-2024,14MMS0730X,BGC,Escolarizada,79,81,,160,2,1,,3,0,0,,0
169 2023-2024 14MMS0731W BGC Escolarizada,169,2023-2024,14MMS0731W,BGC,Escolarizada,83,82,,165,3,1,,4,0,0,,0
170 2023-2024 14MMS0732V BGC Escolarizada,170,2023-2024,14MMS0732V,BGC,Escolarizada,107,94,,201,0,0,,0,35,38,,73
171 2023-2024 14MMS0733U BGC Escolarizada,171,2023-2024,14MMS0733U,BGC,Escolarizada,49,54,,103,0,0,,0,0,1,,1
172 2023-2024 14MMS0734T BGC Escolarizada,172,2023-2024,14MMS0734T,BGC,Escolarizada,34,41,,75,0,0,,0,0,0,,0
173 2023-2024 14MMS0735S BGC Escolarizada,173,2023-2024,14MMS0735S,BGC,Escolarizada,45,37,,82,0,0,,0,0,0,,0
174 2023-2024 14MMS0736R BGC Escolarizada,174,2023-2024,14MMS0736R,BGC,Escolarizada,65,60,,125,1,1,,2,0,0,,0
175 2023-2024 14MMS0737Q BGC Escolarizada,175,2023-2024,14MMS0737Q,BGC,Escolarizada,46,50,,96,2,0,,2,0,1,,1
176 2023-2024 14MMS0738P BGC Escolarizada,176,2023-2024,14MMS0738P,BGC,Escolarizada,52,53,,105,0,1,,1,3,8,,11
177 2023-2024 14MMS0739O BGC Escolarizada,177,2023-2024,14MMS0739O,BGC,Escolarizada,97,106,,203,0,1,,1,0,2,,2
178 2023-2024 14MMS0740D BGC Escolarizada,178,2023-2024,14MMS0740D,BGC,Escolarizada,37,56,,93,0,1,,1,0,0,,0
179 2023-2024 14MMS0741C BGC Escolarizada,179,2023-2024,14MMS0741C,BGC,Escolarizada,48,58,,106,0,0,,0,0,0,,0
180 2023-2024 14MMS0742B BGC Escolarizada,180,2023-2024,14MMS0742B,BGC,Escolarizada,35,41,,76,0,0,,0,0,0,,0
181 2023-2024 14MMS0743A BGC Escolarizada,181,2023-2024,14MMS0743A,BGC,Escolarizada,84,54,,138,0,0,,0,0,0,,0
182 2023-2024 14MMS0744Z BGC Escolarizada,182,2023-2024,14MMS0744Z,BGC,Escolarizada,469,471,,940,10,14,,24,3,1,,4
183 2023-2024 14MMS0745Z BGC Escolarizada,183,2023-2024,14MMS0745Z,BGC,Escolarizada,48,47,,95,1,0,,1,0,0,,0
184 2023-2024 14MMS0746Y BGC Escolarizada,184,2023-2024,14MMS0746Y,BGC,Escolarizada,90,139,,229,1,1,,2,0,0,,0
185 2023-2024 14MMS0747X BGC Escolarizada,185,2023-2024,14MMS0747X,BGC,Escolarizada,222,269,,491,1,3,,4,1,1,,2
